Branching	Index	Inherit	Length	Load	Nesting	Number	Sharing	filename	CPA	Time
2	15221	True	13	80	0	2	0	model-15221.graphml	UNSCHED	5.141803263999975
2	15222	True	13	80	0	2	0	model-15222.graphml	UNSCHED	0.18046065699996916
2	15223	True	13	80	0	2	0	model-15223.graphml	UNSCHED	0.4908435449999615
2	15224	True	13	80	0	2	0	model-15224.graphml	UNSCHED	0.3617702129999998
2	15225	True	13	80	0	2	0	model-15225.graphml	UNSCHED	0.6529413060000024
2	15226	True	13	80	0	2	0	model-15226.graphml	UNSCHED	0.49655400000000327
2	15227	True	13	80	0	2	0	model-15227.graphml	UNSCHED	1.408875892000026
2	15228	True	13	80	0	2	0	model-15228.graphml	UNSCHED	1.0728520650000064
2	15229	True	13	80	0	2	0	model-15229.graphml	UNSCHED	0.36619602000001805
2	15230	True	13	80	0	2	0	model-15230.graphml	UNSCHED	0.5000865849999627
2	15231	True	13	90	0	2	0	model-15231.graphml	UNSCHED	0.11755224800003816
2	15232	True	13	90	0	2	0	model-15232.graphml	UNSCHED	0.11696876700000303
2	15233	True	13	90	0	2	0	model-15233.graphml	UNSCHED	0.22391216599999098
2	15234	True	13	90	0	2	0	model-15234.graphml	UNSCHED	0.10525504200001023
2	15235	True	13	90	0	2	0	model-15235.graphml	UNSCHED	0.14361832299999833
2	15236	True	13	90	0	2	0	model-15236.graphml	UNSCHED	0.18103073400004632
2	15237	True	13	90	0	2	0	model-15237.graphml	UNSCHED	0.12216820599996936
2	15238	True	13	90	0	2	0	model-15238.graphml	UNSCHED	1.1618459869999924
2	15239	True	13	90	0	2	0	model-15239.graphml	UNSCHED	0.6128841180000109
2	15240	True	13	90	0	2	0	model-15240.graphml	UNSCHED	0.08614026699996202
2	15241	True	13	95	0	2	0	model-15241.graphml	UNSCHED	0.19029982099999643
2	15242	True	13	95	0	2	0	model-15242.graphml	UNSCHED	0.33325857099998757
2	15243	True	13	95	0	2	0	model-15243.graphml	UNSCHED	0.48878147599998556
2	15244	True	13	95	0	2	0	model-15244.graphml	UNSCHED	0.1835906040000168
2	15245	True	13	95	0	2	0	model-15245.graphml	UNSCHED	1.3957737750000092
2	15246	True	13	95	0	2	0	model-15246.graphml	UNSCHED	1.073531480999975
2	15247	True	13	95	0	2	0	model-15247.graphml	UNSCHED	0.29979264600001443
2	15248	True	13	95	0	2	0	model-15248.graphml	UNSCHED	0.22208394400001907
2	15249	True	13	95	0	2	0	model-15249.graphml	UNSCHED	0.19346508300003507
2	15250	True	13	95	0	2	0	model-15250.graphml	UNSCHED	0.5112282840000262
2	15251	True	13	98	0	2	0	model-15251.graphml	UNSCHED	0.4030049330000338
2	15252	True	13	98	0	2	0	model-15252.graphml	UNSCHED	0.4760742139999934
2	15253	True	13	98	0	2	0	model-15253.graphml	UNSCHED	0.2992623760000015
2	15254	True	13	98	0	2	0	model-15254.graphml	UNSCHED	0.12195305699998471
2	15255	True	13	98	0	2	0	model-15255.graphml	UNSCHED	0.15737214399996446
2	15256	True	13	98	0	2	0	model-15256.graphml	UNSCHED	0.17832268899996961
2	15257	True	13	98	0	2	0	model-15257.graphml	UNSCHED	0.40796949200000654
2	15258	True	13	98	0	2	0	model-15258.graphml	UNSCHED	3.217776134000019
2	15259	True	13	98	0	2	0	model-15259.graphml	UNSCHED	1.4618038940000133
2	15260	True	13	98	0	2	0	model-15260.graphml	UNSCHED	0.12289462899997261
1	15261	True	13	50	0	2	1	model-15261.graphml	UNSCHED	18.36250780499995
1	15262	True	13	50	0	2	1	model-15262.graphml	UNSCHED	15.208273815999974
1	15263	True	13	50	0	2	1	model-15263.graphml	UNSCHED	16.703825627000015
1	15264	True	13	50	0	2	1	model-15264.graphml	UNSCHED	6.658529506999969
1	15265	True	13	50	0	2	1	model-15265.graphml	UNSCHED	6.183696383999973
1	15266	True	13	50	0	2	1	model-15266.graphml	UNSCHED	22.87927836399996
1	15267	True	13	50	0	2	1	model-15267.graphml	UNSCHED	19.21713495199998
1	15268	True	13	50	0	2	1	model-15268.graphml	UNSCHED	3.9492093289999843
1	15269	True	13	50	0	2	1	model-15269.graphml	UNSCHED	44.58501602000007
1	15270	True	13	50	0	2	1	model-15270.graphml	UNSCHED	12.929585806000091
1	15271	True	13	60	0	2	1	model-15271.graphml	UNSCHED	4.266374704999976
1	15272	True	13	60	0	2	1	model-15272.graphml	UNSCHED	2.8953304290000688
1	15273	True	13	60	0	2	1	model-15273.graphml	UNSCHED	12.348062283000104
1	15274	True	13	60	0	2	1	model-15274.graphml	UNSCHED	30.64795083499996
1	15275	True	13	60	0	2	1	model-15275.graphml	UNSCHED	6.314422218000004
1	15276	True	13	60	0	2	1	model-15276.graphml	UNSCHED	11.448572542999955
1	15277	True	13	60	0	2	1	model-15277.graphml	UNSCHED	4.1148896959999774
1	15278	True	13	60	0	2	1	model-15278.graphml	UNSCHED	3.691058992999956
1	15279	True	13	60	0	2	1	model-15279.graphml	UNSCHED	5.571204732000069
1	15280	True	13	60	0	2	1	model-15280.graphml	UNSCHED	6.289780370000017
1	15281	True	13	70	0	2	1	model-15281.graphml	UNSCHED	1.3865413439999656
1	15282	True	13	70	0	2	1	model-15282.graphml	UNSCHED	2.413148130999957
1	15283	True	13	70	0	2	1	model-15283.graphml	UNSCHED	3.6524338450000187
1	15284	True	13	70	0	2	1	model-15284.graphml	UNSCHED	1.7306056630000057
1	15285	True	13	70	0	2	1	model-15285.graphml	UNSCHED	4.160060636000026
1	15286	True	13	70	0	2	1	model-15286.graphml	UNSCHED	1.7061085530000355
1	15287	True	13	70	0	2	1	model-15287.graphml	UNSCHED	1.627943251999909
1	15288	True	13	70	0	2	1	model-15288.graphml	UNSCHED	2.273360271999991
1	15289	True	13	70	0	2	1	model-15289.graphml	UNSCHED	2.474986858999955
1	15290	True	13	70	0	2	1	model-15290.graphml	UNSCHED	0.4963319019999517
1	15291	True	13	80	0	2	1	model-15291.graphml	UNSCHED	2.402577820999909
1	15292	True	13	80	0	2	1	model-15292.graphml	UNSCHED	1.8482713580000336
1	15293	True	13	80	0	2	1	model-15293.graphml	UNSCHED	0.27390104899996004
1	15294	True	13	80	0	2	1	model-15294.graphml	UNSCHED	1.245268612000018
1	15295	True	13	80	0	2	1	model-15295.graphml	UNSCHED	0.28922934299998815
1	15296	True	13	80	0	2	1	model-15296.graphml	UNSCHED	0.637613581000096
1	15297	True	13	80	0	2	1	model-15297.graphml	UNSCHED	3.811864180999919
1	15298	True	13	80	0	2	1	model-15298.graphml	UNSCHED	7.385309333999999
1	15299	True	13	80	0	2	1	model-15299.graphml	UNSCHED	0.8101209069999413
1	15300	True	13	80	0	2	1	model-15300.graphml	UNSCHED	0.7654209340000762
1	15301	True	13	90	0	2	1	model-15301.graphml	UNSCHED	3.6072496599999795
1	15302	True	13	90	0	2	1	model-15302.graphml	UNSCHED	0.4168792080000685
1	15303	True	13	90	0	2	1	model-15303.graphml	UNSCHED	1.1970380820000628
1	15304	True	13	90	0	2	1	model-15304.graphml	UNSCHED	0.4304513099999667
1	15305	True	13	90	0	2	1	model-15305.graphml	UNSCHED	1.1035931879999907
1	15306	True	13	90	0	2	1	model-15306.graphml	UNSCHED	0.6327101739999534
1	15307	True	13	90	0	2	1	model-15307.graphml	UNSCHED	0.14902287099994282
1	15308	True	13	90	0	2	1	model-15308.graphml	UNSCHED	1.8002921130000686
1	15309	True	13	90	0	2	1	model-15309.graphml	UNSCHED	0.4144132730000365
1	15310	True	13	90	0	2	1	model-15310.graphml	UNSCHED	0.29477393299998766
1	15311	True	13	95	0	2	1	model-15311.graphml	UNSCHED	0.3803144930000144
1	15312	True	13	95	0	2	1	model-15312.graphml	UNSCHED	0.2820960429999104
1	15313	True	13	95	0	2	1	model-15313.graphml	UNSCHED	0.47274626299997635
1	15314	True	13	95	0	2	1	model-15314.graphml	UNSCHED	0.6287081880000187
1	15315	True	13	95	0	2	1	model-15315.graphml	UNSCHED	0.3572785639998983
1	15316	True	13	95	0	2	1	model-15316.graphml	UNSCHED	0.8263124569999718
1	15317	True	13	95	0	2	1	model-15317.graphml	UNSCHED	0.8470411030000378
1	15318	True	13	95	0	2	1	model-15318.graphml	UNSCHED	0.6004674499999965
1	15319	True	13	95	0	2	1	model-15319.graphml	UNSCHED	0.34386300699998174
1	15320	True	13	95	0	2	1	model-15320.graphml	UNSCHED	1.3202844129999676
1	15321	True	13	98	0	2	1	model-15321.graphml	UNSCHED	0.2505148120000058
1	15322	True	13	98	0	2	1	model-15322.graphml	UNSCHED	0.40553532199999154
1	15323	True	13	98	0	2	1	model-15323.graphml	UNSCHED	1.9613495370000464
1	15324	True	13	98	0	2	1	model-15324.graphml	UNSCHED	0.1933859120000534
1	15325	True	13	98	0	2	1	model-15325.graphml	UNSCHED	1.0648991409999553
1	15326	True	13	98	0	2	1	model-15326.graphml	UNSCHED	1.5447042570000349
1	15327	True	13	98	0	2	1	model-15327.graphml	UNSCHED	0.21679038399997808
