Path	ctx-a	ctx-b	ctx-u	ctx-v	ctx-y	ctx-z	ctx-p	Uniform
t39	1	4	2	3	5	6	7	210
t17	1	4	2	3	5	6	7	210
t25	1	4	2	3	5	7	6	400
t39	1	4	2	3	5	7	6	210
t17	1	4	2	3	5	7	6	200
t25	1	4	2	3	6	5	7	420
t39	1	4	2	3	6	5	7	210
t17	1	4	2	3	6	5	7	210
t25	1	4	2	3	6	7	5	260
t39	1	4	2	3	6	7	5	210
t17	1	4	2	3	6	7	5	130
t25	1	4	2	3	7	5	6	300
t39	1	4	2	3	7	5	6	210
t17	1	4	2	3	7	5	6	150
t25	1	4	2	3	7	6	5	260
t39	1	4	2	3	7	6	5	210
t17	1	4	2	3	7	6	5	130
t25	1	4	2	5	3	6	7	420
t39	1	4	2	5	3	6	7	210
t17	1	4	2	5	3	6	7	210
t25	1	4	2	5	3	7	6	400
t39	1	4	2	5	3	7	6	210
t17	1	4	2	5	3	7	6	200
t25	1	4	2	5	6	3	7	420
t39	1	4	2	5	6	3	7	210
t17	1	4	2	5	6	3	7	210
t25	1	4	2	5	6	7	3	220
t39	1	4	2	5	6	7	3	210
t17	1	4	2	5	6	7	3	90
t25	1	4	2	5	7	3	6	300
t39	1	4	2	5	7	3	6	210
t17	1	4	2	5	7	3	6	150
t25	1	4	2	5	7	6	3	220
t39	1	4	2	5	7	6	3	210
t17	1	4	2	5	7	6	3	90
t25	1	4	2	6	3	5	7	420
t39	1	4	2	6	3	5	7	210
t17	1	4	2	6	3	5	7	210
t25	1	4	2	6	3	7	5	360
t39	1	4	2	6	3	7	5	210
t17	1	4	2	6	3	7	5	160
t25	1	4	2	6	5	3	7	420
t39	1	4	2	6	5	3	7	210
t17	1	4	2	6	5	3	7	210
t25	1	4	2	6	5	7	3	290
t39	1	4	2	6	5	7	3	210
t17	1	4	2	6	5	7	3	90
t25	1	4	2	6	7	3	5	260
t39	1	4	2	6	7	3	5	210
t17	1	4	2	6	7	3	5	110
t25	1	4	2	6	7	5	3	240
t39	1	4	2	6	7	5	3	210
t17	1	4	2	6	7	5	3	90
t25	1	4	2	7	3	5	6	390
t39	1	4	2	7	3	5	6	180
t17	1	4	2	7	3	5	6	180
t25	1	4	2	7	3	6	5	370
t39	1	4	2	7	3	6	5	180
t17	1	4	2	7	3	6	5	160
t25	1	4	2	7	5	3	6	390
t39	1	4	2	7	5	3	6	180
t17	1	4	2	7	5	3	6	180
t25	1	4	2	7	5	6	3	300
t39	1	4	2	7	5	6	3	180
t17	1	4	2	7	5	6	3	90
t25	1	4	2	7	6	3	5	320
t39	1	4	2	7	6	3	5	180
t17	1	4	2	7	6	3	5	110
t25	1	4	2	7	6	5	3	300
t39	1	4	2	7	6	5	3	180
t17	1	4	2	7	6	5	3	90
t25	1	4	3	2	5	6	7	420
t39	1	4	3	2	5	6	7	210
t17	1	4	3	2	5	6	7	210
t25	1	4	3	2	5	7	6	400
t39	1	4	3	2	5	7	6	210
t17	1	4	3	2	5	7	6	200
t25	1	4	3	2	6	5	7	420
t39	1	4	3	2	6	5	7	210
t17	1	4	3	2	6	5	7	210
t25	1	4	3	2	6	7	5	260
t39	1	4	3	2	6	7	5	210
t17	1	4	3	2	6	7	5	130
t25	1	4	3	2	7	5	6	300
t39	1	4	3	2	7	5	6	210
t17	1	4	3	2	7	5	6	150
t25	1	4	3	2	7	6	5	260
t39	1	4	3	2	7	6	5	210
t17	1	4	3	2	7	6	5	130
t25	1	4	3	5	2	6	7	420
t39	1	4	3	5	2	6	7	210
t17	1	4	3	5	2	6	7	210
t25	1	4	3	5	2	7	6	400
t39	1	4	3	5	2	7	6	210
t17	1	4	3	5	2	7	6	200
t25	1	4	3	5	6	2	7	420
t39	1	4	3	5	6	2	7	210
t17	1	4	3	5	6	2	7	210
t25	1	4	3	5	6	7	2	220
t39	1	4	3	5	6	7	2	210
t17	1	4	3	5	6	7	2	90
t25	1	4	3	5	7	2	6	300
t39	1	4	3	5	7	2	6	210
t17	1	4	3	5	7	2	6	150
t25	1	4	3	5	7	6	2	220
t39	1	4	3	5	7	6	2	210
t17	1	4	3	5	7	6	2	90
t25	1	4	3	6	2	5	7	420
t39	1	4	3	6	2	5	7	210
t17	1	4	3	6	2	5	7	210
t25	1	4	3	6	2	7	5	360
t39	1	4	3	6	2	7	5	210
t17	1	4	3	6	2	7	5	160
t25	1	4	3	6	5	2	7	420
t39	1	4	3	6	5	2	7	210
t17	1	4	3	6	5	2	7	210
t25	1	4	3	6	5	7	2	290
t39	1	4	3	6	5	7	2	210
t17	1	4	3	6	5	7	2	90
t25	1	4	3	6	7	2	5	260
t39	1	4	3	6	7	2	5	210
t17	1	4	3	6	7	2	5	110
t25	1	4	3	6	7	5	2	240
t39	1	4	3	6	7	5	2	210
t17	1	4	3	6	7	5	2	90
t25	1	4	3	7	2	5	6	390
t39	1	4	3	7	2	5	6	180
t17	1	4	3	7	2	5	6	180
t25	1	4	3	7	2	6	5	370
t39	1	4	3	7	2	6	5	180
t17	1	4	3	7	2	6	5	160
t25	1	4	3	7	5	2	6	390
t39	1	4	3	7	5	2	6	180
t17	1	4	3	7	5	2	6	180
t25	1	4	3	7	5	6	2	300
t39	1	4	3	7	5	6	2	180
t17	1	4	3	7	5	6	2	90
t25	1	4	3	7	6	2	5	320
t39	1	4	3	7	6	2	5	180
t17	1	4	3	7	6	2	5	110
t25	1	4	3	7	6	5	2	300
t39	1	4	3	7	6	5	2	180
t17	1	4	3	7	6	5	2	90
t25	1	4	5	2	3	6	7	420
t39	1	4	5	2	3	6	7	210
t17	1	4	5	2	3	6	7	210
t25	1	4	5	2	3	7	6	400
t39	1	4	5	2	3	7	6	210
t17	1	4	5	2	3	7	6	200
t25	1	4	5	2	6	3	7	420
t39	1	4	5	2	6	3	7	210
t17	1	4	5	2	6	3	7	210
t25	1	4	5	2	6	7	3	230
t39	1	4	5	2	6	7	3	210
t17	1	4	5	2	6	7	3	100
t25	1	4	5	2	7	3	6	300
t39	1	4	5	2	7	3	6	210
t17	1	4	5	2	7	3	6	150
t25	1	4	5	2	7	6	3	230
t39	1	4	5	2	7	6	3	210
t17	1	4	5	2	7	6	3	100
t25	1	4	5	3	2	6	7	420
t39	1	4	5	3	2	6	7	210
t17	1	4	5	3	2	6	7	210
t25	1	4	5	3	2	7	6	400
t39	1	4	5	3	2	7	6	210
t17	1	4	5	3	2	7	6	200
t25	1	4	5	3	6	2	7	420
t39	1	4	5	3	6	2	7	210
t17	1	4	5	3	6	2	7	210
t25	1	4	5	3	6	7	2	230
t39	1	4	5	3	6	7	2	210
t17	1	4	5	3	6	7	2	100
t25	1	4	5	3	7	2	6	300
t39	1	4	5	3	7	2	6	210
t17	1	4	5	3	7	2	6	150
t25	1	4	5	3	7	6	2	230
t39	1	4	5	3	7	6	2	210
t17	1	4	5	3	7	6	2	100
t25	1	4	5	6	2	3	7	420
t39	1	4	5	6	2	3	7	210
t17	1	4	5	6	2	3	7	210
t25	1	4	5	6	2	7	3	350
t39	1	4	5	6	2	7	3	210
t17	1	4	5	6	2	7	3	150
t25	1	4	5	6	3	2	7	420
t39	1	4	5	6	3	2	7	210
t17	1	4	5	6	3	2	7	210
t25	1	4	5	6	3	7	2	350
t39	1	4	5	6	3	7	2	210
t17	1	4	5	6	3	7	2	150
t25	1	4	5	6	7	2	3	250
t39	1	4	5	6	7	2	3	210
t17	1	4	5	6	7	2	3	100
t25	1	4	5	6	7	3	2	250
t39	1	4	5	6	7	3	2	210
t17	1	4	5	6	7	3	2	100
t25	1	4	5	7	2	3	6	390
t39	1	4	5	7	2	3	6	180
t17	1	4	5	7	2	3	6	180
t25	1	4	5	7	2	6	3	360
t39	1	4	5	7	2	6	3	180
t17	1	4	5	7	2	6	3	150
t25	1	4	5	7	3	2	6	390
t39	1	4	5	7	3	2	6	180
t17	1	4	5	7	3	2	6	180
t25	1	4	5	7	3	6	2	360
t39	1	4	5	7	3	6	2	180
t17	1	4	5	7	3	6	2	150
t25	1	4	5	7	6	2	3	310
t39	1	4	5	7	6	2	3	180
t17	1	4	5	7	6	2	3	100
t25	1	4	5	7	6	3	2	310
t39	1	4	5	7	6	3	2	180
t17	1	4	5	7	6	3	2	100
t25	1	4	6	2	3	5	7	420
t39	1	4	6	2	3	5	7	210
t17	1	4	6	2	3	5	7	210
t25	1	4	6	2	3	7	5	350
t39	1	4	6	2	3	7	5	210
t17	1	4	6	2	3	7	5	150
t25	1	4	6	2	5	3	7	420
t39	1	4	6	2	5	3	7	210
t17	1	4	6	2	5	3	7	210
t25	1	4	6	2	5	7	3	300
t39	1	4	6	2	5	7	3	210
t17	1	4	6	2	5	7	3	100
t25	1	4	6	2	7	3	5	250
t39	1	4	6	2	7	3	5	210
t17	1	4	6	2	7	3	5	100
t25	1	4	6	2	7	5	3	250
t39	1	4	6	2	7	5	3	210
t17	1	4	6	2	7	5	3	100
t25	1	4	6	3	2	5	7	420
t39	1	4	6	3	2	5	7	210
t17	1	4	6	3	2	5	7	210
t25	1	4	6	3	2	7	5	350
t39	1	4	6	3	2	7	5	210
t17	1	4	6	3	2	7	5	150
t25	1	4	6	3	5	2	7	420
t39	1	4	6	3	5	2	7	210
t17	1	4	6	3	5	2	7	210
t25	1	4	6	3	5	7	2	300
t39	1	4	6	3	5	7	2	210
t17	1	4	6	3	5	7	2	100
t25	1	4	6	3	7	2	5	250
t39	1	4	6	3	7	2	5	210
t17	1	4	6	3	7	2	5	100
t25	1	4	6	3	7	5	2	250
t39	1	4	6	3	7	5	2	210
t17	1	4	6	3	7	5	2	100
t25	1	4	6	5	2	3	7	420
t39	1	4	6	5	2	3	7	210
t17	1	4	6	5	2	3	7	210
t25	1	4	6	5	2	7	3	350
t39	1	4	6	5	2	7	3	210
t17	1	4	6	5	2	7	3	150
t25	1	4	6	5	3	2	7	420
t39	1	4	6	5	3	2	7	210
t17	1	4	6	5	3	2	7	210
t25	1	4	6	5	3	7	2	350
t39	1	4	6	5	3	7	2	210
t17	1	4	6	5	3	7	2	150
t25	1	4	6	5	7	2	3	250
t39	1	4	6	5	7	2	3	210
t17	1	4	6	5	7	2	3	100
t25	1	4	6	5	7	3	2	250
t39	1	4	6	5	7	3	2	210
t17	1	4	6	5	7	3	2	100
t25	1	4	6	7	2	3	5	380
t39	1	4	6	7	2	3	5	170
t17	1	4	6	7	2	3	5	170
t25	1	4	6	7	2	5	3	360
t39	1	4	6	7	2	5	3	170
t17	1	4	6	7	2	5	3	150
t25	1	4	6	7	3	2	5	380
t39	1	4	6	7	3	2	5	170
t17	1	4	6	7	3	2	5	170
t25	1	4	6	7	3	5	2	360
t39	1	4	6	7	3	5	2	170
t17	1	4	6	7	3	5	2	150
t25	1	4	6	7	5	2	3	310
t39	1	4	6	7	5	2	3	170
t17	1	4	6	7	5	2	3	100
t25	1	4	6	7	5	3	2	310
t39	1	4	6	7	5	3	2	170
t17	1	4	6	7	5	3	2	100
t25	1	4	7	2	3	5	6	400
t39	1	4	7	2	3	5	6	190
t17	1	4	7	2	3	5	6	190
t25	1	4	7	2	3	6	5	360
t39	1	4	7	2	3	6	5	190
t17	1	4	7	2	3	6	5	150
t25	1	4	7	2	5	3	6	400
t39	1	4	7	2	5	3	6	190
t17	1	4	7	2	5	3	6	190
t25	1	4	7	2	5	6	3	310
t39	1	4	7	2	5	6	3	190
t17	1	4	7	2	5	6	3	100
t25	1	4	7	2	6	3	5	310
t39	1	4	7	2	6	3	5	190
t17	1	4	7	2	6	3	5	100
t25	1	4	7	2	6	5	3	310
t39	1	4	7	2	6	5	3	190
t17	1	4	7	2	6	5	3	100
t25	1	4	7	3	2	5	6	400
t39	1	4	7	3	2	5	6	190
t17	1	4	7	3	2	5	6	190
t25	1	4	7	3	2	6	5	360
t39	1	4	7	3	2	6	5	190
t17	1	4	7	3	2	6	5	150
t25	1	4	7	3	5	2	6	400
t39	1	4	7	3	5	2	6	190
t17	1	4	7	3	5	2	6	190
t25	1	4	7	3	5	6	2	310
t39	1	4	7	3	5	6	2	190
t17	1	4	7	3	5	6	2	100
t25	1	4	7	3	6	2	5	310
t39	1	4	7	3	6	2	5	190
t17	1	4	7	3	6	2	5	100
t25	1	4	7	3	6	5	2	310
t39	1	4	7	3	6	5	2	190
t17	1	4	7	3	6	5	2	100
t25	1	4	7	5	2	3	6	400
t39	1	4	7	5	2	3	6	190
t17	1	4	7	5	2	3	6	190
t25	1	4	7	5	2	6	3	360
t39	1	4	7	5	2	6	3	190
t17	1	4	7	5	2	6	3	150
t25	1	4	7	5	3	2	6	400
t39	1	4	7	5	3	2	6	190
t17	1	4	7	5	3	2	6	190
t25	1	4	7	5	3	6	2	360
t39	1	4	7	5	3	6	2	190
t17	1	4	7	5	3	6	2	150
t25	1	4	7	5	6	2	3	310
t39	1	4	7	5	6	2	3	190
t17	1	4	7	5	6	2	3	100
t25	1	4	7	5	6	3	2	310
t39	1	4	7	5	6	3	2	190
t17	1	4	7	5	6	3	2	100
t25	1	4	7	6	2	3	5	380
t39	1	4	7	6	2	3	5	170
t17	1	4	7	6	2	3	5	170
t25	1	4	7	6	2	5	3	360
t39	1	4	7	6	2	5	3	170
t17	1	4	7	6	2	5	3	150
t25	1	4	7	6	3	2	5	380
t39	1	4	7	6	3	2	5	170
t17	1	4	7	6	3	2	5	170
t25	1	4	7	6	3	5	2	360
t39	1	4	7	6	3	5	2	170
t17	1	4	7	6	3	5	2	150
t25	1	4	7	6	5	2	3	310
t39	1	4	7	6	5	2	3	170
t17	1	4	7	6	5	2	3	100
t25	1	4	7	6	5	3	2	310
t39	1	4	7	6	5	3	2	170
t17	1	4	7	6	5	3	2	100
t25	1	5	2	3	4	6	7	420
t39	1	5	2	3	4	6	7	210
t17	1	5	2	3	4	6	7	210
t25	1	5	2	3	4	7	6	400
t39	1	5	2	3	4	7	6	210
t17	1	5	2	3	4	7	6	200
t25	1	5	2	3	6	4	7	420
t39	1	5	2	3	6	4	7	210
t17	1	5	2	3	6	4	7	210
t25	1	5	2	3	6	7	4	240
t39	1	5	2	3	6	7	4	210
t17	1	5	2	3	6	7	4	130
t25	1	5	2	3	7	4	6	300
t39	1	5	2	3	7	4	6	210
t17	1	5	2	3	7	4	6	150
t25	1	5	2	3	7	6	4	240
t39	1	5	2	3	7	6	4	210
t17	1	5	2	3	7	6	4	130
t25	1	5	2	4	3	6	7	420
t39	1	5	2	4	3	6	7	210
t17	1	5	2	4	3	6	7	210
t25	1	5	2	4	3	7	6	400
t39	1	5	2	4	3	7	6	210
t17	1	5	2	4	3	7	6	200
t25	1	5	2	4	6	3	7	420
t39	1	5	2	4	6	3	7	210
t17	1	5	2	4	6	3	7	210
t25	1	5	2	4	6	7	3	240
t39	1	5	2	4	6	7	3	210
t17	1	5	2	4	6	7	3	130
t25	1	5	2	4	7	3	6	300
t39	1	5	2	4	7	3	6	210
t17	1	5	2	4	7	3	6	150
t25	1	5	2	4	7	6	3	240
t39	1	5	2	4	7	6	3	210
t17	1	5	2	4	7	6	3	130
t25	1	5	2	6	3	4	7	420
t39	1	5	2	6	3	4	7	210
t17	1	5	2	6	3	4	7	210
t25	1	5	2	6	3	7	4	360
t39	1	5	2	6	3	7	4	210
t17	1	5	2	6	3	7	4	160
t25	1	5	2	6	4	3	7	420
t39	1	5	2	6	4	3	7	210
t17	1	5	2	6	4	3	7	210
t25	1	5	2	6	4	7	3	360
t39	1	5	2	6	4	7	3	210
t17	1	5	2	6	4	7	3	160
t25	1	5	2	6	7	3	4	260
t39	1	5	2	6	7	3	4	210
t17	1	5	2	6	7	3	4	110
t25	1	5	2	6	7	4	3	260
t39	1	5	2	6	7	4	3	210
t17	1	5	2	6	7	4	3	110
t25	1	5	2	7	3	4	6	390
t39	1	5	2	7	3	4	6	180
t17	1	5	2	7	3	4	6	180
t25	1	5	2	7	3	6	4	370
t39	1	5	2	7	3	6	4	180
t17	1	5	2	7	3	6	4	160
t25	1	5	2	7	4	3	6	390
t39	1	5	2	7	4	3	6	180
t17	1	5	2	7	4	3	6	180
t25	1	5	2	7	4	6	3	370
t39	1	5	2	7	4	6	3	180
t17	1	5	2	7	4	6	3	160
t25	1	5	2	7	6	3	4	320
t39	1	5	2	7	6	3	4	180
t17	1	5	2	7	6	3	4	110
t25	1	5	2	7	6	4	3	320
t39	1	5	2	7	6	4	3	180
t17	1	5	2	7	6	4	3	110
t25	1	5	3	2	4	6	7	420
t39	1	5	3	2	4	6	7	210
t17	1	5	3	2	4	6	7	210
t25	1	5	3	2	4	7	6	400
t39	1	5	3	2	4	7	6	210
t17	1	5	3	2	4	7	6	200
t25	1	5	3	2	6	4	7	420
t39	1	5	3	2	6	4	7	210
t17	1	5	3	2	6	4	7	210
t25	1	5	3	2	6	7	4	240
t39	1	5	3	2	6	7	4	210
t17	1	5	3	2	6	7	4	130
t25	1	5	3	2	7	4	6	300
t39	1	5	3	2	7	4	6	210
t17	1	5	3	2	7	4	6	150
t25	1	5	3	2	7	6	4	240
t39	1	5	3	2	7	6	4	210
t17	1	5	3	2	7	6	4	130
t25	1	5	3	4	2	6	7	420
t39	1	5	3	4	2	6	7	210
t17	1	5	3	4	2	6	7	210
t25	1	5	3	4	2	7	6	400
t39	1	5	3	4	2	7	6	210
t17	1	5	3	4	2	7	6	200
t25	1	5	3	4	6	2	7	420
t39	1	5	3	4	6	2	7	210
t17	1	5	3	4	6	2	7	210
t25	1	5	3	4	6	7	2	240
t39	1	5	3	4	6	7	2	210
t17	1	5	3	4	6	7	2	130
t25	1	5	3	4	7	2	6	300
t39	1	5	3	4	7	2	6	210
t17	1	5	3	4	7	2	6	150
t25	1	5	3	4	7	6	2	240
t39	1	5	3	4	7	6	2	210
t17	1	5	3	4	7	6	2	130
t25	1	5	3	6	2	4	7	420
t39	1	5	3	6	2	4	7	210
t17	1	5	3	6	2	4	7	210
t25	1	5	3	6	2	7	4	360
t39	1	5	3	6	2	7	4	210
t17	1	5	3	6	2	7	4	160
t25	1	5	3	6	4	2	7	420
t39	1	5	3	6	4	2	7	210
t17	1	5	3	6	4	2	7	210
t25	1	5	3	6	4	7	2	360
t39	1	5	3	6	4	7	2	210
t17	1	5	3	6	4	7	2	160
t25	1	5	3	6	7	2	4	260
t39	1	5	3	6	7	2	4	210
t17	1	5	3	6	7	2	4	110
t25	1	5	3	6	7	4	2	260
t39	1	5	3	6	7	4	2	210
t17	1	5	3	6	7	4	2	110
t25	1	5	3	7	2	4	6	390
t39	1	5	3	7	2	4	6	180
t17	1	5	3	7	2	4	6	180
t25	1	5	3	7	2	6	4	370
t39	1	5	3	7	2	6	4	180
t17	1	5	3	7	2	6	4	160
t25	1	5	3	7	4	2	6	390
t39	1	5	3	7	4	2	6	180
t17	1	5	3	7	4	2	6	180
t25	1	5	3	7	4	6	2	370
t39	1	5	3	7	4	6	2	180
t17	1	5	3	7	4	6	2	160
t25	1	5	3	7	6	2	4	320
t39	1	5	3	7	6	2	4	180
t17	1	5	3	7	6	2	4	110
t25	1	5	3	7	6	4	2	320
t39	1	5	3	7	6	4	2	180
t17	1	5	3	7	6	4	2	110
t25	1	5	4	2	3	6	7	420
t39	1	5	4	2	3	6	7	210
t17	1	5	4	2	3	6	7	210
t25	1	5	4	2	3	7	6	400
t39	1	5	4	2	3	7	6	210
t17	1	5	4	2	3	7	6	200
t25	1	5	4	2	6	3	7	420
t39	1	5	4	2	6	3	7	210
t17	1	5	4	2	6	3	7	210
t25	1	5	4	2	6	7	3	240
t39	1	5	4	2	6	7	3	210
t17	1	5	4	2	6	7	3	130
t25	1	5	4	2	7	3	6	300
t39	1	5	4	2	7	3	6	210
t17	1	5	4	2	7	3	6	150
t25	1	5	4	2	7	6	3	240
t39	1	5	4	2	7	6	3	210
t17	1	5	4	2	7	6	3	130
t25	1	5	4	3	2	6	7	420
t39	1	5	4	3	2	6	7	210
t17	1	5	4	3	2	6	7	210
t25	1	5	4	3	2	7	6	400
t39	1	5	4	3	2	7	6	210
t17	1	5	4	3	2	7	6	200
t25	1	5	4	3	6	2	7	420
t39	1	5	4	3	6	2	7	210
t17	1	5	4	3	6	2	7	210
t25	1	5	4	3	6	7	2	240
t39	1	5	4	3	6	7	2	210
t17	1	5	4	3	6	7	2	130
t25	1	5	4	3	7	2	6	300
t39	1	5	4	3	7	2	6	210
t17	1	5	4	3	7	2	6	150
t25	1	5	4	3	7	6	2	240
t39	1	5	4	3	7	6	2	210
t17	1	5	4	3	7	6	2	130
t25	1	5	4	6	2	3	7	420
t39	1	5	4	6	2	3	7	210
t17	1	5	4	6	2	3	7	210
t25	1	5	4	6	2	7	3	360
t39	1	5	4	6	2	7	3	210
t17	1	5	4	6	2	7	3	160
t25	1	5	4	6	3	2	7	420
t39	1	5	4	6	3	2	7	210
t17	1	5	4	6	3	2	7	210
t25	1	5	4	6	3	7	2	360
t39	1	5	4	6	3	7	2	210
t17	1	5	4	6	3	7	2	160
t25	1	5	4	6	7	2	3	260
t39	1	5	4	6	7	2	3	210
t17	1	5	4	6	7	2	3	110
t25	1	5	4	6	7	3	2	260
t39	1	5	4	6	7	3	2	210
t17	1	5	4	6	7	3	2	110
t25	1	5	4	7	2	3	6	390
t39	1	5	4	7	2	3	6	180
t17	1	5	4	7	2	3	6	180
t25	1	5	4	7	2	6	3	370
t39	1	5	4	7	2	6	3	180
t17	1	5	4	7	2	6	3	160
t25	1	5	4	7	3	2	6	390
t39	1	5	4	7	3	2	6	180
t17	1	5	4	7	3	2	6	180
t25	1	5	4	7	3	6	2	370
t39	1	5	4	7	3	6	2	180
t17	1	5	4	7	3	6	2	160
t25	1	5	4	7	6	2	3	320
t39	1	5	4	7	6	2	3	180
t17	1	5	4	7	6	2	3	110
t25	1	5	4	7	6	3	2	320
t39	1	5	4	7	6	3	2	180
t17	1	5	4	7	6	3	2	110
t25	1	5	6	2	3	4	7	420
t39	1	5	6	2	3	4	7	210
t17	1	5	6	2	3	4	7	210
t25	1	5	6	2	3	7	4	350
t39	1	5	6	2	3	7	4	210
t17	1	5	6	2	3	7	4	150
t25	1	5	6	2	4	3	7	420
t39	1	5	6	2	4	3	7	210
t17	1	5	6	2	4	3	7	210
t25	1	5	6	2	4	7	3	350
t39	1	5	6	2	4	7	3	210
t17	1	5	6	2	4	7	3	150
t25	1	5	6	2	7	3	4	250
t39	1	5	6	2	7	3	4	210
t17	1	5	6	2	7	3	4	100
t25	1	5	6	2	7	4	3	250
t39	1	5	6	2	7	4	3	210
t17	1	5	6	2	7	4	3	100
t25	1	5	6	3	2	4	7	420
t39	1	5	6	3	2	4	7	210
t17	1	5	6	3	2	4	7	210
t25	1	5	6	3	2	7	4	350
t39	1	5	6	3	2	7	4	210
t17	1	5	6	3	2	7	4	150
t25	1	5	6	3	4	2	7	420
t39	1	5	6	3	4	2	7	210
t17	1	5	6	3	4	2	7	210
t25	1	5	6	3	4	7	2	350
t39	1	5	6	3	4	7	2	210
t17	1	5	6	3	4	7	2	150
t25	1	5	6	3	7	2	4	250
t39	1	5	6	3	7	2	4	210
t17	1	5	6	3	7	2	4	100
t25	1	5	6	3	7	4	2	250
t39	1	5	6	3	7	4	2	210
t17	1	5	6	3	7	4	2	100
t25	1	5	6	4	2	3	7	420
t39	1	5	6	4	2	3	7	210
t17	1	5	6	4	2	3	7	210
t25	1	5	6	4	2	7	3	350
t39	1	5	6	4	2	7	3	210
t17	1	5	6	4	2	7	3	150
t25	1	5	6	4	3	2	7	420
t39	1	5	6	4	3	2	7	210
t17	1	5	6	4	3	2	7	210
t25	1	5	6	4	3	7	2	350
t39	1	5	6	4	3	7	2	210
t17	1	5	6	4	3	7	2	150
t25	1	5	6	4	7	2	3	250
t39	1	5	6	4	7	2	3	210
t17	1	5	6	4	7	2	3	100
t25	1	5	6	4	7	3	2	250
t39	1	5	6	4	7	3	2	210
t17	1	5	6	4	7	3	2	100
t25	1	5	6	7	2	3	4	380
t39	1	5	6	7	2	3	4	150
t17	1	5	6	7	2	3	4	170
t25	1	5	6	7	2	4	3	380
t39	1	5	6	7	2	4	3	150
t17	1	5	6	7	2	4	3	170
t25	1	5	6	7	3	2	4	380
t39	1	5	6	7	3	2	4	150
t17	1	5	6	7	3	2	4	170
t25	1	5	6	7	3	4	2	380
t39	1	5	6	7	3	4	2	150
t17	1	5	6	7	3	4	2	170
t25	1	5	6	7	4	2	3	380
t39	1	5	6	7	4	2	3	150
t17	1	5	6	7	4	2	3	170
t25	1	5	6	7	4	3	2	380
t39	1	5	6	7	4	3	2	150
t17	1	5	6	7	4	3	2	170
t25	1	5	7	2	3	4	6	400
t39	1	5	7	2	3	4	6	190
t17	1	5	7	2	3	4	6	190
t25	1	5	7	2	3	6	4	360
t39	1	5	7	2	3	6	4	190
t17	1	5	7	2	3	6	4	150
t25	1	5	7	2	4	3	6	400
t39	1	5	7	2	4	3	6	190
t17	1	5	7	2	4	3	6	190
t25	1	5	7	2	4	6	3	360
t39	1	5	7	2	4	6	3	190
t17	1	5	7	2	4	6	3	150
t25	1	5	7	2	6	3	4	310
t39	1	5	7	2	6	3	4	190
t17	1	5	7	2	6	3	4	100
t25	1	5	7	2	6	4	3	310
t39	1	5	7	2	6	4	3	190
t17	1	5	7	2	6	4	3	100
t25	1	5	7	3	2	4	6	400
t39	1	5	7	3	2	4	6	190
t17	1	5	7	3	2	4	6	190
t25	1	5	7	3	2	6	4	360
t39	1	5	7	3	2	6	4	190
t17	1	5	7	3	2	6	4	150
t25	1	5	7	3	4	2	6	400
t39	1	5	7	3	4	2	6	190
t17	1	5	7	3	4	2	6	190
t25	1	5	7	3	4	6	2	360
t39	1	5	7	3	4	6	2	190
t17	1	5	7	3	4	6	2	150
t25	1	5	7	3	6	2	4	310
t39	1	5	7	3	6	2	4	190
t17	1	5	7	3	6	2	4	100
t25	1	5	7	3	6	4	2	310
t39	1	5	7	3	6	4	2	190
t17	1	5	7	3	6	4	2	100
t25	1	5	7	4	2	3	6	400
t39	1	5	7	4	2	3	6	190
t17	1	5	7	4	2	3	6	190
t25	1	5	7	4	2	6	3	360
t39	1	5	7	4	2	6	3	190
t17	1	5	7	4	2	6	3	150
t25	1	5	7	4	3	2	6	400
t39	1	5	7	4	3	2	6	190
t17	1	5	7	4	3	2	6	190
t25	1	5	7	4	3	6	2	360
t39	1	5	7	4	3	6	2	190
t17	1	5	7	4	3	6	2	150
t25	1	5	7	4	6	2	3	310
t39	1	5	7	4	6	2	3	190
t17	1	5	7	4	6	2	3	100
t25	1	5	7	4	6	3	2	310
t39	1	5	7	4	6	3	2	190
t17	1	5	7	4	6	3	2	100
t25	1	5	7	6	2	3	4	380
t39	1	5	7	6	2	3	4	150
t17	1	5	7	6	2	3	4	170
t25	1	5	7	6	2	4	3	380
t39	1	5	7	6	2	4	3	150
t17	1	5	7	6	2	4	3	170
t25	1	5	7	6	3	2	4	380
t39	1	5	7	6	3	2	4	150
t17	1	5	7	6	3	2	4	170
t25	1	5	7	6	3	4	2	380
t39	1	5	7	6	3	4	2	150
t17	1	5	7	6	3	4	2	170
t25	1	5	7	6	4	2	3	380
t39	1	5	7	6	4	2	3	150
t17	1	5	7	6	4	2	3	170
t25	1	5	7	6	4	3	2	380
t39	1	5	7	6	4	3	2	150
t17	1	5	7	6	4	3	2	170
t25	1	6	2	3	4	5	7	420
t39	1	6	2	3	4	5	7	210
t17	1	6	2	3	4	5	7	210
t25	1	6	2	3	4	7	5	360
t39	1	6	2	3	4	7	5	210
t17	1	6	2	3	4	7	5	200
t25	1	6	2	3	5	4	7	420
t39	1	6	2	3	5	4	7	210
t17	1	6	2	3	5	4	7	210
t25	1	6	2	3	5	7	4	310
t39	1	6	2	3	5	7	4	210
t17	1	6	2	3	5	7	4	200
t25	1	6	2	3	7	4	5	260
t39	1	6	2	3	7	4	5	210
t17	1	6	2	3	7	4	5	150
