Branching	Index	Inherit	Length	Load	Nesting	Number	Sharing	filename	EMSOFT17	Time
2	15377	True	13	90	0	2	1	model-15377.graphml	SCHED	0.05212876899999941
2	15378	True	13	90	0	2	1	model-15378.graphml	SCHED	0.04612026599999908
2	15379	True	13	90	0	2	1	model-15379.graphml	SCHED	0.040798771999998706
2	15380	True	13	90	0	2	1	model-15380.graphml	SCHED	0.037159205000001805
2	15381	True	13	95	0	2	1	model-15381.graphml	SCHED	0.12713044699999898
2	15382	True	13	95	0	2	1	model-15382.graphml	SCHED	0.10735509300000246
2	15383	True	13	95	0	2	1	model-15383.graphml	SCHED	0.062233713000001245
2	15384	True	13	95	0	2	1	model-15384.graphml	SCHED	0.0808973989999977
2	15385	True	13	95	0	2	1	model-15385.graphml	SCHED	0.062205971999997445
2	15386	True	13	95	0	2	1	model-15386.graphml	SCHED	0.08669190199999832
2	15387	True	13	95	0	2	1	model-15387.graphml	SCHED	0.1148748260000012
2	15388	True	13	95	0	2	1	model-15388.graphml	SCHED	0.08518744999999939
2	15389	True	13	95	0	2	1	model-15389.graphml	SCHED	0.09154545899999889
2	15390	True	13	95	0	2	1	model-15390.graphml	SCHED	0.05981571199999891
2	15391	True	13	98	0	2	1	model-15391.graphml	SCHED	0.1239392180000003
2	15392	True	13	98	0	2	1	model-15392.graphml	SCHED	0.19543982400000104
2	15393	True	13	98	0	2	1	model-15393.graphml	SCHED	0.08742429699999832
2	15394	True	13	98	0	2	1	model-15394.graphml	SCHED	0.10355613800000185
2	15395	True	13	98	0	2	1	model-15395.graphml	SCHED	0.16752343499999967
2	15396	True	13	98	0	2	1	model-15396.graphml	SCHED	0.25655917599999967
2	15397	True	13	98	0	2	1	model-15397.graphml	SCHED	0.14930897599999682
2	15398	True	13	98	0	2	1	model-15398.graphml	SCHED	0.14952989800000438
2	15399	True	13	98	0	2	1	model-15399.graphml	SCHED	0.126314629999996
2	15400	True	13	98	0	2	1	model-15400.graphml	SCHED	0.1875338979999981
1	15401	True	13	50	0	2	2	model-15401.graphml	SCHED	0.06404068999999879
1	15402	True	13	50	0	2	2	model-15402.graphml	SCHED	0.06474306700000199
1	15403	True	13	50	0	2	2	model-15403.graphml	SCHED	0.06800988999999902
1	15404	True	13	50	0	2	2	model-15404.graphml	SCHED	0.07446417399999916
1	15405	True	13	50	0	2	2	model-15405.graphml	SCHED	0.06413285499999688
1	15406	True	13	50	0	2	2	model-15406.graphml	SCHED	0.09464121699999595
1	15407	True	13	50	0	2	2	model-15407.graphml	SCHED	0.05887520399999602
1	15408	True	13	50	0	2	2	model-15408.graphml	SCHED	0.07807477199999369
1	15409	True	13	50	0	2	2	model-15409.graphml	SCHED	0.043069260999999415
1	15410	True	13	50	0	2	2	model-15410.graphml	SCHED	0.05863501700000029
1	15411	True	13	60	0	2	2	model-15411.graphml	SCHED	0.053096023000001935
1	15412	True	13	60	0	2	2	model-15412.graphml	SCHED	0.046450946000000215
1	15413	True	13	60	0	2	2	model-15413.graphml	SCHED	0.045639708999999584
1	15414	True	13	60	0	2	2	model-15414.graphml	SCHED	0.05490809799999852
1	15415	True	13	60	0	2	2	model-15415.graphml	SCHED	0.03921285100000205
1	15416	True	13	60	0	2	2	model-15416.graphml	SCHED	0.0639230119999965
1	15417	True	13	60	0	2	2	model-15417.graphml	SCHED	0.05416835400000508
1	15418	True	13	60	0	2	2	model-15418.graphml	SCHED	0.05054597399999494
1	15419	True	13	60	0	2	2	model-15419.graphml	SCHED	0.0390963279999994
1	15420	True	13	60	0	2	2	model-15420.graphml	SCHED	0.06375453799999775
1	15421	True	13	70	0	2	2	model-15421.graphml	SCHED	0.04474873099999854
1	15422	True	13	70	0	2	2	model-15422.graphml	SCHED	0.0460446160000032
1	15423	True	13	70	0	2	2	model-15423.graphml	SCHED	0.047011492000002875
1	15424	True	13	70	0	2	2	model-15424.graphml	SCHED	0.059673601000000076
1	15425	True	13	70	0	2	2	model-15425.graphml	SCHED	0.04035941400000098
1	15426	True	13	70	0	2	2	model-15426.graphml	SCHED	0.05344151599999947
1	15427	True	13	70	0	2	2	model-15427.graphml	SCHED	0.04855491500000397
1	15428	True	13	70	0	2	2	model-15428.graphml	SCHED	0.06869789099999934
1	15429	True	13	70	0	2	2	model-15429.graphml	SCHED	0.06027504100000414
1	15430	True	13	70	0	2	2	model-15430.graphml	SCHED	0.05792506699999933
1	15431	True	13	80	0	2	2	model-15431.graphml	SCHED	0.04492645700000253
1	15432	True	13	80	0	2	2	model-15432.graphml	SCHED	0.0446929200000028
1	15433	True	13	80	0	2	2	model-15433.graphml	SCHED	0.059122926999997105
1	15434	True	13	80	0	2	2	model-15434.graphml	SCHED	0.050552607000000194
1	15435	True	13	80	0	2	2	model-15435.graphml	SCHED	0.07538991199999856
1	15436	True	13	80	0	2	2	model-15436.graphml	SCHED	0.04889294799999533
1	15437	True	13	80	0	2	2	model-15437.graphml	SCHED	0.058120756000000995
1	15438	True	13	80	0	2	2	model-15438.graphml	SCHED	0.09184221199999598
1	15439	True	13	80	0	2	2	model-15439.graphml	SCHED	0.054424564000001396
1	15440	True	13	80	0	2	2	model-15440.graphml	SCHED	0.06119454600000296
1	15441	True	13	90	0	2	2	model-15441.graphml	SCHED	0.11508443999999685
1	15442	True	13	90	0	2	2	model-15442.graphml	SCHED	0.07628812899999815
1	15443	True	13	90	0	2	2	model-15443.graphml	SCHED	0.224974023999998
1	15444	True	13	90	0	2	2	model-15444.graphml	SCHED	0.09026030900000137
1	15445	True	13	90	0	2	2	model-15445.graphml	SCHED	0.09515241600000479
1	15446	True	13	90	0	2	2	model-15446.graphml	SCHED	0.14961407799999904
1	15447	True	13	90	0	2	2	model-15447.graphml	SCHED	0.08644684200000086
1	15448	True	13	90	0	2	2	model-15448.graphml	SCHED	0.07384984699999819
1	15449	True	13	90	0	2	2	model-15449.graphml	SCHED	0.06204615800000113
1	15450	True	13	90	0	2	2	model-15450.graphml	SCHED	0.09849264800000412
1	15451	True	13	95	0	2	2	model-15451.graphml	SCHED	0.2565620620000004
1	15452	True	13	95	0	2	2	model-15452.graphml	SCHED	0.15430938000000083
1	15453	True	13	95	0	2	2	model-15453.graphml	SCHED	0.17710268399999762
1	15454	True	13	95	0	2	2	model-15454.graphml	SCHED	0.127603845000003
1	15455	True	13	95	0	2	2	model-15455.graphml	SCHED	0.1600257119999995
1	15456	True	13	95	0	2	2	model-15456.graphml	SCHED	0.170153372999998
1	15457	True	13	95	0	2	2	model-15457.graphml	SCHED	0.3246575759999999
1	15458	True	13	95	0	2	2	model-15458.graphml	SCHED	0.19598364500000542
1	15459	True	13	95	0	2	2	model-15459.graphml	SCHED	0.1389890660000006
1	15460	True	13	95	0	2	2	model-15460.graphml	SCHED	0.12191621000000197
1	15461	True	13	98	0	2	2	model-15461.graphml	SCHED	1.471045992999997
1	15462	True	13	98	0	2	2	model-15462.graphml	SCHED	0.8035940520000011
1	15463	True	13	98	0	2	2	model-15463.graphml	SCHED	1.103807562
1	15464	True	13	98	0	2	2	model-15464.graphml	SCHED	0.6294941569999963
1	15465	True	13	98	0	2	2	model-15465.graphml	SCHED	0.4920248230000013
