Branching	Index	Inherit	Length	Load	Nesting	Number	Sharing	filename	Path	Mixed
1	322	True	13	90	0	2	2	model-322.graphml	T12	6305
1	323	True	13	90	0	2	2	model-323.graphml	T25	4454
1	324	True	13	90	0	2	2	model-324.graphml	T12	3335
1	325	True	13	90	0	2	2	model-325.graphml	T12	3248
1	326	True	13	90	0	2	2	model-326.graphml	T12	6305
1	327	True	13	90	0	2	2	model-327.graphml	T12	6305
1	328	True	13	90	0	2	2	model-328.graphml	T25	1008
1	329	True	13	90	0	2	2	model-329.graphml	T12	6305
1	330	True	13	90	0	2	2	model-330.graphml	T25	5165
1	331	True	13	95	0	2	2	model-331.graphml	T25	1378
1	332	True	13	95	0	2	2	model-332.graphml	T25	805
1	333	True	13	95	0	2	2	model-333.graphml	T25	1405
1	334	True	13	95	0	2	2	model-334.graphml	T12	3469
1	335	True	13	95	0	2	2	model-335.graphml	T25	805
1	336	True	13	95	0	2	2	model-336.graphml	T12	3469
1	337	True	13	95	0	2	2	model-337.graphml	T25	1330
1	338	True	13	95	0	2	2	model-338.graphml	T12	9054
1	339	True	13	95	0	2	2	model-339.graphml	T12	3428
1	340	True	13	95	0	2	2	model-340.graphml	T25	4568
1	341	True	13	98	0	2	2	model-341.graphml	T25	830
1	342	True	13	98	0	2	2	model-342.graphml	T25	840
1	343	True	13	98	0	2	2	model-343.graphml	T12	8146
1	344	True	13	98	0	2	2	model-344.graphml	T25	1402
1	345	True	13	98	0	2	2	model-345.graphml	T25	1445
1	346	True	13	98	0	2	2	model-346.graphml	T12	3537
1	347	True	13	98	0	2	2	model-347.graphml	T12	3583
1	348	True	13	98	0	2	2	model-348.graphml	T25	1273
1	349	True	13	98	0	2	2	model-349.graphml	T12	3540
1	350	True	13	98	0	2	2	model-350.graphml	T25	830
2	351	True	13	50	0	2	2	model-351.graphml	T12	1947
2	352	True	13	50	0	2	2	model-352.graphml	T12	1947
2	353	True	13	50	0	2	2	model-353.graphml	T12	1365
2	354	True	13	50	0	2	2	model-354.graphml	T19	1462
2	355	True	13	50	0	2	2	model-355.graphml	T12	1947
2	356	True	13	50	0	2	2	model-356.graphml	T12	1947
2	357	True	13	50	0	2	2	model-357.graphml	T12	1947
2	358	True	13	50	0	2	2	model-358.graphml	T19	1947
2	359	True	13	50	0	2	2	model-359.graphml	T19	1947
2	360	True	13	50	0	2	2	model-360.graphml	T19	1947
2	361	True	13	60	0	2	2	model-361.graphml	T19	2337
2	362	True	13	60	0	2	2	model-362.graphml	T19	2337
2	363	True	13	60	0	2	2	model-363.graphml	T19	1641
2	364	True	13	60	0	2	2	model-364.graphml	T12	2337
2	365	True	13	60	0	2	2	model-365.graphml	T12	2337
2	366	True	13	60	0	2	2	model-366.graphml	T19	1641
2	367	True	13	60	0	2	2	model-367.graphml	T12	1757
2	368	True	13	60	0	2	2	model-368.graphml	T12	1641
2	369	True	13	60	0	2	2	model-369.graphml	T19	1641
2	370	True	13	60	0	2	2	model-370.graphml	T12	2337
2	371	True	13	70	0	2	2	model-371.graphml	T12	2726
2	372	True	13	70	0	2	2	model-372.graphml	T19	2726
2	373	True	13	70	0	2	2	model-373.graphml	T12	2726
2	374	True	13	70	0	2	2	model-374.graphml	T19	1910
2	375	True	13	70	0	2	2	model-375.graphml	T12	2726
2	376	True	13	70	0	2	2	model-376.graphml	T12	2726
2	377	True	13	70	0	2	2	model-377.graphml	T12	1910
2	378	True	13	70	0	2	2	model-378.graphml	T19	2726
2	379	True	13	70	0	2	2	model-379.graphml	T19	2726
2	380	True	13	70	0	2	2	model-380.graphml	T19	2726
2	381	True	13	80	0	2	2	model-381.graphml	T12	3116
2	382	True	13	80	0	2	2	model-382.graphml	T12	3116
2	383	True	13	80	0	2	2	model-383.graphml	T19	3116
2	384	True	13	80	0	2	2	model-384.graphml	T12	3116
2	385	True	13	80	0	2	2	model-385.graphml	T12	3116
2	386	True	13	80	0	2	2	model-386.graphml	T19	3116
2	387	True	13	80	0	2	2	model-387.graphml	T19	3116
2	388	True	13	80	0	2	2	model-388.graphml	T19	2186
2	389	True	13	80	0	2	2	model-389.graphml	T12	3116
2	390	True	13	80	0	2	2	model-390.graphml	T19	3116
2	391	True	13	90	0	2	2	model-391.graphml	T12	3506
2	392	True	13	90	0	2	2	model-392.graphml	T19	2456
2	393	True	13	90	0	2	2	model-393.graphml	T12	3506
2	394	True	13	90	0	2	2	model-394.graphml	T12	2456
2	395	True	13	90	0	2	2	model-395.graphml	T12	3506
2	396	True	13	90	0	2	2	model-396.graphml	T12	3506
2	397	True	13	90	0	2	2	model-397.graphml	T12	2456
2	398	True	13	90	0	2	2	model-398.graphml	T12	3506
2	399	True	13	90	0	2	2	model-399.graphml	T12	3506
2	400	True	13	90	0	2	2	model-400.graphml	T19	3506
2	401	True	13	95	0	2	2	model-401.graphml	T19	5365
2	402	True	13	95	0	2	2	model-402.graphml	T12	5735
2	403	True	13	95	0	2	2	model-403.graphml	T12	3885
2	404	True	13	95	0	2	2	model-404.graphml	T19	4810
2	405	True	13	95	0	2	2	model-405.graphml	T12	5735
2	406	True	13	95	0	2	2	model-406.graphml	T19	4625
2	407	True	13	95	0	2	2	model-407.graphml	T12	5180
2	408	True	13	95	0	2	2	model-408.graphml	T12	4255
2	409	True	13	95	0	2	2	model-409.graphml	T19	5735
2	410	True	13	95	0	2	2	model-410.graphml	T12	2590
2	411	True	13	98	0	2	2	model-411.graphml	T19	6114
2	412	True	13	98	0	2	2	model-412.graphml	T19	5734
2	413	True	13	98	0	2	2	model-413.graphml	T19	2677
2	414	True	13	98	0	2	2	model-414.graphml	T12	5544
2	415	True	13	98	0	2	2	model-415.graphml	T19	3817
2	416	True	13	98	0	2	2	model-416.graphml	T19	5544
2	417	True	13	98	0	2	2	model-417.graphml	T19	4404
2	418	True	13	98	0	2	2	model-418.graphml	T12	5924
2	419	True	13	98	0	2	2	model-419.graphml	T12	5354
2	420	True	13	98	0	2	2	model-420.graphml	T19	5924
1	421	True	13	50	1	2	0	model-421.graphml	T25	1291
1	422	True	13	50	1	2	0	model-422.graphml	T12	2171
1	423	True	13	50	1	2	0	model-423.graphml	T12	1659
1	424	True	13	50	1	2	0	model-424.graphml	T12	1659
1	425	True	13	50	1	2	0	model-425.graphml	T12	1435
1	426	True	13	50	1	2	0	model-426.graphml	T12	1659
1	427	True	13	50	1	2	0	model-427.graphml	T25	2171
1	428	True	13	50	1	2	0	model-428.graphml	T25	736
1	429	True	13	50	1	2	0	model-429.graphml	T25	2171
1	430	True	13	50	1	2	0	model-430.graphml	T25	1616
1	431	True	13	60	1	2	0	model-431.graphml	T12	1723
1	432	True	13	60	1	2	0	model-432.graphml	T12	2335
1	433	True	13	60	1	2	0	model-433.graphml	T12	2335
1	434	True	13	60	1	2	0	model-434.graphml	T25	884
1	435	True	13	60	1	2	0	model-435.graphml	T12	2335
1	436	True	13	60	1	2	0	model-436.graphml	T25	2607
1	437	True	13	60	1	2	0	model-437.graphml	T12	1723
1	438	True	13	60	1	2	0	model-438.graphml	T12	1723
1	439	True	13	60	1	2	0	model-439.graphml	T25	2607
1	440	True	13	60	1	2	0	model-440.graphml	T25	884
1	441	True	13	70	1	2	0	model-441.graphml	T12	2010
1	442	True	13	70	1	2	0	model-442.graphml	T25	3756
1	443	True	13	70	1	2	0	model-443.graphml	T25	1031
1	444	True	13	70	1	2	0	model-444.graphml	T12	2326
1	445	True	13	70	1	2	0	model-445.graphml	T12	2326
1	446	True	13	70	1	2	0	model-446.graphml	T12	4072
1	447	True	13	70	1	2	0	model-447.graphml	T12	2010
1	448	True	13	70	1	2	0	model-448.graphml	T25	3041
1	449	True	13	70	1	2	0	model-449.graphml	T25	1031
1	450	True	13	70	1	2	0	model-450.graphml	T25	1031
1	451	True	13	80	1	2	0	model-451.graphml	T25	4293
1	452	True	13	80	1	2	0	model-452.graphml	T12	4653
1	453	True	13	80	1	2	0	model-453.graphml	T25	2067
1	454	True	13	80	1	2	0	model-454.graphml	T25	4293
1	455	True	13	80	1	2	0	model-455.graphml	T12	2657
1	456	True	13	80	1	2	0	model-456.graphml	T12	2297
1	457	True	13	80	1	2	0	model-457.graphml	T12	4653
1	458	True	13	80	1	2	0	model-458.graphml	T12	2297
1	459	True	13	80	1	2	0	model-459.graphml	T25	3475
