Branching	Index	Inherit	Length	Load	Nesting	Number	Sharing	filename	Mixed	Time
2	251	False	13	90	0	2	1	model-251.graphml	SCHED	0.028669022999999072
2	252	False	13	90	0	2	1	model-252.graphml	SCHED	0.029140447999999708
2	253	False	13	90	0	2	1	model-253.graphml	SCHED	0.028914046999998888
2	254	False	13	90	0	2	1	model-254.graphml	SCHED	0.02942589199999901
2	255	False	13	90	0	2	1	model-255.graphml	SCHED	0.02875453999999955
2	256	False	13	90	0	2	1	model-256.graphml	SCHED	0.02915090900000017
2	257	False	13	90	0	2	1	model-257.graphml	SCHED	0.029596975999998776
2	258	False	13	90	0	2	1	model-258.graphml	SCHED	0.029130810999999923
2	259	False	13	90	0	2	1	model-259.graphml	SCHED	0.029183176999998395
2	260	False	13	90	0	2	1	model-260.graphml	SCHED	0.029149190000000047
2	261	False	13	95	0	2	1	model-261.graphml	SCHED	0.02910281399999981
2	262	False	13	95	0	2	1	model-262.graphml	SCHED	0.02940074900000056
2	263	False	13	95	0	2	1	model-263.graphml	SCHED	0.028821062000000452
2	264	False	13	95	0	2	1	model-264.graphml	SCHED	0.02934819599999905
2	265	False	13	95	0	2	1	model-265.graphml	SCHED	0.02973915699999985
2	266	False	13	95	0	2	1	model-266.graphml	SCHED	0.02967609100000068
2	267	False	13	95	0	2	1	model-267.graphml	SCHED	0.029389865000000626
2	268	False	13	95	0	2	1	model-268.graphml	SCHED	0.029807493999999934
2	269	False	13	95	0	2	1	model-269.graphml	SCHED	0.02907713699999981
2	270	False	13	95	0	2	1	model-270.graphml	SCHED	0.029620363999999455
2	271	False	13	98	0	2	1	model-271.graphml	SCHED	0.029445182999999986
2	272	False	13	98	0	2	1	model-272.graphml	SCHED	0.029715293000000642
2	273	False	13	98	0	2	1	model-273.graphml	SCHED	0.02975144600000057
2	274	False	13	98	0	2	1	model-274.graphml	SCHED	0.02901706299999951
2	275	False	13	98	0	2	1	model-275.graphml	SCHED	0.0295799609999996
2	276	False	13	98	0	2	1	model-276.graphml	SCHED	0.029012248999999102
2	277	False	13	98	0	2	1	model-277.graphml	SCHED	0.029692861000000903
2	278	False	13	98	0	2	1	model-278.graphml	SCHED	0.02893791800000045
2	279	False	13	98	0	2	1	model-279.graphml	SCHED	0.029163119999999765
2	280	False	13	98	0	2	1	model-280.graphml	SCHED	0.029442715000000064
1	281	False	13	50	0	2	2	model-281.graphml	SCHED	0.03140946000000078
1	282	False	13	50	0	2	2	model-282.graphml	SCHED	0.03059051299999993
1	283	False	13	50	0	2	2	model-283.graphml	SCHED	0.03187325299999877
1	284	False	13	50	0	2	2	model-284.graphml	SCHED	0.030799115000000654
1	285	False	13	50	0	2	2	model-285.graphml	SCHED	0.03129753900000054
1	286	False	13	50	0	2	2	model-286.graphml	SCHED	0.031230990999999264
1	287	False	13	50	0	2	2	model-287.graphml	SCHED	0.031242949999999325
1	288	False	13	50	0	2	2	model-288.graphml	SCHED	0.03148187499999899
1	289	False	13	50	0	2	2	model-289.graphml	SCHED	0.03174627400000141
1	290	False	13	50	0	2	2	model-290.graphml	SCHED	0.03125839600000013
1	291	False	13	60	0	2	2	model-291.graphml	SCHED	0.031042950999999874
1	292	False	13	60	0	2	2	model-292.graphml	SCHED	0.030868773999999988
1	293	False	13	60	0	2	2	model-293.graphml	SCHED	0.031022474000000244
1	294	False	13	60	0	2	2	model-294.graphml	SCHED	0.03174531900000055
1	295	False	13	60	0	2	2	model-295.graphml	SCHED	0.031113135000000014
1	296	False	13	60	0	2	2	model-296.graphml	SCHED	0.031002035000000205
1	297	False	13	60	0	2	2	model-297.graphml	SCHED	0.031718373000000355
1	298	False	13	60	0	2	2	model-298.graphml	SCHED	0.030925720000000823
1	299	False	13	60	0	2	2	model-299.graphml	SCHED	0.03123374900000009
1	300	False	13	60	0	2	2	model-300.graphml	SCHED	0.031118433999999695
1	301	False	13	70	0	2	2	model-301.graphml	SCHED	0.031130383000000705
1	302	False	13	70	0	2	2	model-302.graphml	SCHED	0.04195694200000055
1	303	False	13	70	0	2	2	model-303.graphml	SCHED	0.04306435899999883
1	304	False	13	70	0	2	2	model-304.graphml	SCHED	0.03353623399999961
1	305	False	13	70	0	2	2	model-305.graphml	SCHED	0.03134228899999947
1	306	False	13	70	0	2	2	model-306.graphml	SCHED	0.031158887000000135
1	307	False	13	70	0	2	2	model-307.graphml	SCHED	0.03161750399999974
1	308	False	13	70	0	2	2	model-308.graphml	SCHED	0.03143711400000093
1	309	False	13	70	0	2	2	model-309.graphml	SCHED	0.03124176300000059
1	310	False	13	70	0	2	2	model-310.graphml	SCHED	0.03164800099999887
1	311	False	13	80	0	2	2	model-311.graphml	SCHED	0.03126062000000118
1	312	False	13	80	0	2	2	model-312.graphml	SCHED	0.03095466599999952
1	313	False	13	80	0	2	2	model-313.graphml	SCHED	0.031037231999999193
1	314	False	13	80	0	2	2	model-314.graphml	SCHED	0.03104121599999843
1	315	False	13	80	0	2	2	model-315.graphml	SCHED	0.03165426100000168
1	316	False	13	80	0	2	2	model-316.graphml	SCHED	0.03184596000000006
1	317	False	13	80	0	2	2	model-317.graphml	SCHED	0.031400279999999725
1	318	False	13	80	0	2	2	model-318.graphml	SCHED	0.031131511999999972
1	319	False	13	80	0	2	2	model-319.graphml	SCHED	0.03167470200000011
1	320	False	13	80	0	2	2	model-320.graphml	SCHED	0.031220064000001102
1	321	False	13	90	0	2	2	model-321.graphml	SCHED	0.03186271299999888
1	322	False	13	90	0	2	2	model-322.graphml	SCHED	0.03281534000000086
1	323	False	13	90	0	2	2	model-323.graphml	SCHED	0.032644143000000625
1	324	False	13	90	0	2	2	model-324.graphml	SCHED	0.03220649900000083
1	325	False	13	90	0	2	2	model-325.graphml	SCHED	0.03221989000000036
1	326	False	13	90	0	2	2	model-326.graphml	SCHED	0.03250629300000085
1	327	False	13	90	0	2	2	model-327.graphml	SCHED	0.03214146100000015
1	328	False	13	90	0	2	2	model-328.graphml	SCHED	0.03233483400000026
1	329	False	13	90	0	2	2	model-329.graphml	SCHED	0.032625950999999986
1	330	False	13	90	0	2	2	model-330.graphml	SCHED	0.0333166140000003
1	331	False	13	95	0	2	2	model-331.graphml	SCHED	0.033516524999999575
1	332	False	13	95	0	2	2	model-332.graphml	SCHED	0.032500741000001554
1	333	False	13	95	0	2	2	model-333.graphml	SCHED	0.03332547299999966
1	334	False	13	95	0	2	2	model-334.graphml	SCHED	0.033467822000000425
1	335	False	13	95	0	2	2	model-335.graphml	SCHED	0.03352952899999906
1	336	False	13	95	0	2	2	model-336.graphml	SCHED	0.03353442300000076
1	337	False	13	95	0	2	2	model-337.graphml	SCHED	0.033042821000000444
1	338	False	13	95	0	2	2	model-338.graphml	SCHED	0.03309951000000133
1	339	False	13	95	0	2	2	model-339.graphml	SCHED	0.032640753999999106
1	340	False	13	95	0	2	2	model-340.graphml	SCHED	0.03356174199999984
1	341	False	13	98	0	2	2	model-341.graphml	SCHED	0.03434110299999915
1	342	False	13	98	0	2	2	model-342.graphml	SCHED	0.03422664500000039
1	343	False	13	98	0	2	2	model-343.graphml	SCHED	0.03423181600000014
1	344	False	13	98	0	2	2	model-344.graphml	SCHED	0.034561777000000404
1	345	False	13	98	0	2	2	model-345.graphml	SCHED	0.033969933999999924
1	346	False	13	98	0	2	2	model-346.graphml	SCHED	0.03403232199999984
1	347	False	13	98	0	2	2	model-347.graphml	SCHED	0.03268839500000098
1	348	False	13	98	0	2	2	model-348.graphml	SCHED	0.03386434699999974
1	349	False	13	98	0	2	2	model-349.graphml	SCHED	0.034081868000001236
