Path	ctx-a	ctx-b	ctx-u	ctx-v	ctx-y	ctx-z	ctx-p	CPA
t39	4	6	5	2	3	1	7	1275
t17	4	6	5	2	3	1	7	1120
t25	4	6	5	2	3	1	7	940
t39	4	6	5	2	3	7	1	1030
t17	4	6	5	2	3	7	1	1080
t25	4	6	5	2	3	7	1	900
t39	4	6	5	2	7	1	3	1360
t17	4	6	5	2	7	1	3	1000
t25	4	6	5	2	7	1	3	770
t39	4	6	5	2	7	3	1	1370
t17	4	6	5	2	7	3	1	940
t25	4	6	5	2	7	3	1	850
t39	4	6	5	3	1	2	7	1205
t17	4	6	5	3	1	2	7	1110
t25	4	6	5	3	1	2	7	1040
t39	4	6	5	3	1	7	2	810
t17	4	6	5	3	1	7	2	1100
t25	4	6	5	3	1	7	2	1030
t39	4	6	5	3	2	1	7	1195
t17	4	6	5	3	2	1	7	1110
t25	4	6	5	3	2	1	7	1040
t39	4	6	5	3	2	7	1	930
t17	4	6	5	3	2	7	1	1020
t25	4	6	5	3	2	7	1	950
t39	4	6	5	3	7	1	2	1240
t17	4	6	5	3	7	1	2	940
t25	4	6	5	3	7	1	2	870
t39	4	6	5	3	7	2	1	1315
t17	4	6	5	3	7	2	1	940
t25	4	6	5	3	7	2	1	870
t39	4	6	5	7	1	2	3	690
t17	4	6	5	7	1	2	3	1070
t25	4	6	5	7	1	2	3	1180
t39	4	6	5	7	1	3	2	720
t17	4	6	5	7	1	3	2	1050
t25	4	6	5	7	1	3	2	1160
t39	4	6	5	7	2	1	3	690
t17	4	6	5	7	2	1	3	1070
t25	4	6	5	7	2	1	3	1180
t39	4	6	5	7	2	3	1	840
t17	4	6	5	7	2	3	1	970
t25	4	6	5	7	2	3	1	1080
t39	4	6	5	7	3	1	2	810
t17	4	6	5	7	3	1	2	990
t25	4	6	5	7	3	1	2	1100
t39	4	6	5	7	3	2	1	840
t17	4	6	5	7	3	2	1	970
t25	4	6	5	7	3	2	1	1080
t39	4	6	7	1	2	3	5	1145
t17	4	6	7	1	2	3	5	1090
t25	4	6	7	1	2	3	5	1040
t39	4	6	7	1	2	5	3	950
t17	4	6	7	1	2	5	3	1180
t25	4	6	7	1	2	5	3	920
t39	4	6	7	1	3	2	5	1100
t17	4	6	7	1	3	2	5	1070
t25	4	6	7	1	3	2	5	1000
t39	4	6	7	1	3	5	2	1110
t17	4	6	7	1	3	5	2	1150
t25	4	6	7	1	3	5	2	870
t39	4	6	7	1	5	2	3	1220
t17	4	6	7	1	5	2	3	1010
t25	4	6	7	1	5	2	3	850
t39	4	6	7	1	5	3	2	1295
t17	4	6	7	1	5	3	2	1010
t25	4	6	7	1	5	3	2	870
t39	4	6	7	2	1	3	5	990
t17	4	6	7	2	1	3	5	1060
t25	4	6	7	2	1	3	5	1060
t39	4	6	7	2	1	5	3	860
t17	4	6	7	2	1	5	3	1130
t25	4	6	7	2	1	5	3	970
t39	4	6	7	2	3	1	5	1080
t17	4	6	7	2	3	1	5	1060
t25	4	6	7	2	3	1	5	1020
t39	4	6	7	2	3	5	1	980
t17	4	6	7	2	3	5	1	1010
t25	4	6	7	2	3	5	1	930
t39	4	6	7	2	5	1	3	1200
t17	4	6	7	2	5	1	3	1010
t25	4	6	7	2	5	1	3	870
t39	4	6	7	2	5	3	1	1170
t17	4	6	7	2	5	3	1	950
t25	4	6	7	2	5	3	1	930
t39	4	6	7	3	1	2	5	970
t17	4	6	7	3	1	2	5	1020
t25	4	6	7	3	1	2	5	1070
t39	4	6	7	3	1	5	2	780
t17	4	6	7	3	1	5	2	1090
t25	4	6	7	3	1	5	2	1070
t39	4	6	7	3	2	1	5	970
t17	4	6	7	3	2	1	5	1020
t25	4	6	7	3	2	1	5	1070
t39	4	6	7	3	2	5	1	900
t17	4	6	7	3	2	5	1	1010
t25	4	6	7	3	2	5	1	990
t39	4	6	7	3	5	1	2	1080
t17	4	6	7	3	5	1	2	920
t25	4	6	7	3	5	1	2	960
t39	4	6	7	3	5	2	1	1150
t17	4	6	7	3	5	2	1	910
t25	4	6	7	3	5	2	1	940
t39	4	6	7	5	1	2	3	690
t17	4	6	7	5	1	2	3	1070
t25	4	6	7	5	1	2	3	1180
t39	4	6	7	5	1	3	2	720
t17	4	6	7	5	1	3	2	1050
t25	4	6	7	5	1	3	2	1160
t39	4	6	7	5	2	1	3	690
t17	4	6	7	5	2	1	3	1070
t25	4	6	7	5	2	1	3	1180
t39	4	6	7	5	2	3	1	840
t17	4	6	7	5	2	3	1	970
t25	4	6	7	5	2	3	1	1080
t39	4	6	7	5	3	1	2	810
t17	4	6	7	5	3	1	2	990
t25	4	6	7	5	3	1	2	1100
t39	4	6	7	5	3	2	1	840
t17	4	6	7	5	3	2	1	970
t25	4	6	7	5	3	2	1	1080
t39	4	7	1	2	3	5	6	1485
t17	4	7	1	2	3	5	6	1290
t25	4	7	1	2	3	5	6	740
t39	4	7	1	2	3	6	5	1535
t17	4	7	1	2	3	6	5	1270
t25	4	7	1	2	3	6	5	720
t39	4	7	1	2	5	3	6	1585
t17	4	7	1	2	5	3	6	1100
t25	4	7	1	2	5	3	6	690
t39	4	7	1	2	5	6	3	1655
t17	4	7	1	2	5	6	3	1190
t25	4	7	1	2	5	6	3	550
t39	4	7	1	2	6	3	5	1785
t17	4	7	1	2	6	3	5	1000
t25	4	7	1	2	6	3	5	590
t39	4	7	1	2	6	5	3	1600
t17	4	7	1	2	6	5	3	1170
t25	4	7	1	2	6	5	3	530
t39	4	7	1	3	2	5	6	1370
t17	4	7	1	3	2	5	6	1260
t25	4	7	1	3	2	5	6	840
t39	4	7	1	3	2	6	5	1455
t17	4	7	1	3	2	6	5	1270
t25	4	7	1	3	2	6	5	840
t39	4	7	1	3	5	2	6	1530
t17	4	7	1	3	5	2	6	1070
t25	4	7	1	3	5	2	6	690
t39	4	7	1	3	5	6	2	1540
t17	4	7	1	3	5	6	2	1130
t25	4	7	1	3	5	6	2	650
t39	4	7	1	3	6	2	5	1765
t17	4	7	1	3	6	2	5	1000
t25	4	7	1	3	6	2	5	610
t39	4	7	1	3	6	5	2	1510
t17	4	7	1	3	6	5	2	1090
t25	4	7	1	3	6	5	2	640
t39	4	7	1	5	2	3	6	1265
t17	4	7	1	5	2	3	6	1180
t25	4	7	1	5	2	3	6	920
t39	4	7	1	5	2	6	3	970
t17	4	7	1	5	2	6	3	1200
t25	4	7	1	5	2	6	3	880
t39	4	7	1	5	3	2	6	1255
t17	4	7	1	5	3	2	6	1180
t25	4	7	1	5	3	2	6	900
t39	4	7	1	5	3	6	2	1170
t17	4	7	1	5	3	6	2	1170
t25	4	7	1	5	3	6	2	830
t39	4	7	1	5	6	2	3	1335
t17	4	7	1	5	6	2	3	1050
t25	4	7	1	5	6	2	3	750
t39	4	7	1	5	6	3	2	1410
t17	4	7	1	5	6	3	2	1040
t25	4	7	1	5	6	3	2	730
t39	4	7	1	6	2	3	5	1145
t17	4	7	1	6	2	3	5	1120
t25	4	7	1	6	2	3	5	1020
t39	4	7	1	6	2	5	3	950
t17	4	7	1	6	2	5	3	1200
t25	4	7	1	6	2	5	3	900
t39	4	7	1	6	3	2	5	1100
t17	4	7	1	6	3	2	5	1090
t25	4	7	1	6	3	2	5	980
t39	4	7	1	6	3	5	2	1110
t17	4	7	1	6	3	5	2	1170
t25	4	7	1	6	3	5	2	850
t39	4	7	1	6	5	2	3	1220
t17	4	7	1	6	5	2	3	1030
t25	4	7	1	6	5	2	3	830
t39	4	7	1	6	5	3	2	1295
t17	4	7	1	6	5	3	2	1040
t25	4	7	1	6	5	3	2	830
t39	4	7	2	1	3	5	6	1485
t17	4	7	2	1	3	5	6	1290
t25	4	7	2	1	3	5	6	740
t39	4	7	2	1	3	6	5	1535
t17	4	7	2	1	3	6	5	1270
t25	4	7	2	1	3	6	5	720
t39	4	7	2	1	5	3	6	1585
t17	4	7	2	1	5	3	6	1100
t25	4	7	2	1	5	3	6	690
t39	4	7	2	1	5	6	3	1655
t17	4	7	2	1	5	6	3	1190
t25	4	7	2	1	5	6	3	550
t39	4	7	2	1	6	3	5	1785
t17	4	7	2	1	6	3	5	1000
t25	4	7	2	1	6	3	5	590
t39	4	7	2	1	6	5	3	1600
t17	4	7	2	1	6	5	3	1170
t25	4	7	2	1	6	5	3	530
t39	4	7	2	3	1	5	6	1255
t17	4	7	2	3	1	5	6	1260
t25	4	7	2	3	1	5	6	920
t39	4	7	2	3	1	6	5	1330
t17	4	7	2	3	1	6	5	1250
t25	4	7	2	3	1	6	5	940
t39	4	7	2	3	5	1	6	1510
t17	4	7	2	3	5	1	6	1060
t25	4	7	2	3	5	1	6	710
t39	4	7	2	3	5	6	1	1460
t17	4	7	2	3	5	6	1	1050
t25	4	7	2	3	5	6	1	760
t39	4	7	2	3	6	1	5	1670
t17	4	7	2	3	6	1	5	960
t25	4	7	2	3	6	1	5	590
t39	4	7	2	3	6	5	1	1390
t17	4	7	2	3	6	5	1	1050
t25	4	7	2	3	6	5	1	760
t39	4	7	2	5	1	3	6	1185
t17	4	7	2	5	1	3	6	1180
t25	4	7	2	5	1	3	6	1000
t39	4	7	2	5	1	6	3	880
t17	4	7	2	5	1	6	3	1160
t25	4	7	2	5	1	6	3	930
t39	4	7	2	5	3	1	6	1235
t17	4	7	2	5	3	1	6	1180
t25	4	7	2	5	3	1	6	920
t39	4	7	2	5	3	6	1	1010
t17	4	7	2	5	3	6	1	1080
t25	4	7	2	5	3	6	1	900
t39	4	7	2	5	6	1	3	1315
t17	4	7	2	5	6	1	3	1050
t25	4	7	2	5	6	1	3	770
t39	4	7	2	5	6	3	1	1295
t17	4	7	2	5	6	3	1	990
t25	4	7	2	5	6	3	1	850
t39	4	7	2	6	1	3	5	990
t17	4	7	2	6	1	3	5	1080
t25	4	7	2	6	1	3	5	1040
t39	4	7	2	6	1	5	3	860
t17	4	7	2	6	1	5	3	1150
t25	4	7	2	6	1	5	3	950
t39	4	7	2	6	3	1	5	1080
t17	4	7	2	6	3	1	5	1090
t25	4	7	2	6	3	1	5	980
t39	4	7	2	6	3	5	1	980
t17	4	7	2	6	3	5	1	1040
t25	4	7	2	6	3	5	1	910
t39	4	7	2	6	5	1	3	1200
t17	4	7	2	6	5	1	3	1030
t25	4	7	2	6	5	1	3	850
t39	4	7	2	6	5	3	1	1170
t17	4	7	2	6	5	3	1	970
t25	4	7	2	6	5	3	1	910
t39	4	7	3	1	2	5	6	1370
t17	4	7	3	1	2	5	6	1260
t25	4	7	3	1	2	5	6	840
t39	4	7	3	1	2	6	5	1455
t17	4	7	3	1	2	6	5	1270
t25	4	7	3	1	2	6	5	840
t39	4	7	3	1	5	2	6	1530
t17	4	7	3	1	5	2	6	1070
t25	4	7	3	1	5	2	6	690
t39	4	7	3	1	5	6	2	1540
t17	4	7	3	1	5	6	2	1130
t25	4	7	3	1	5	6	2	650
t39	4	7	3	1	6	2	5	1765
t17	4	7	3	1	6	2	5	1000
t25	4	7	3	1	6	2	5	610
t39	4	7	3	1	6	5	2	1510
t17	4	7	3	1	6	5	2	1090
t25	4	7	3	1	6	5	2	640
t39	4	7	3	2	1	5	6	1255
t17	4	7	3	2	1	5	6	1260
t25	4	7	3	2	1	5	6	920
t39	4	7	3	2	1	6	5	1330
t17	4	7	3	2	1	6	5	1250
t25	4	7	3	2	1	6	5	940
t39	4	7	3	2	5	1	6	1510
t17	4	7	3	2	5	1	6	1060
t25	4	7	3	2	5	1	6	710
t39	4	7	3	2	5	6	1	1460
t17	4	7	3	2	5	6	1	1050
t25	4	7	3	2	5	6	1	760
t39	4	7	3	2	6	1	5	1670
t17	4	7	3	2	6	1	5	960
t25	4	7	3	2	6	1	5	590
t39	4	7	3	2	6	5	1	1390
t17	4	7	3	2	6	5	1	1050
t25	4	7	3	2	6	5	1	760
t39	4	7	3	5	1	2	6	1165
t17	4	7	3	5	1	2	6	1180
t25	4	7	3	5	1	2	6	1020
t39	4	7	3	5	1	6	2	800
t17	4	7	3	5	1	6	2	1110
t25	4	7	3	5	1	6	2	1030
t39	4	7	3	5	2	1	6	1080
t17	4	7	3	5	2	1	6	1130
t25	4	7	3	5	2	1	6	980
t39	4	7	3	5	2	6	1	920
t17	4	7	3	5	2	6	1	1030
t25	4	7	3	5	2	6	1	950
t39	4	7	3	5	6	1	2	1200
t17	4	7	3	5	6	1	2	990
t25	4	7	3	5	6	1	2	850
t39	4	7	3	5	6	2	1	1230
t17	4	7	3	5	6	2	1	970
t25	4	7	3	5	6	2	1	850
t39	4	7	3	6	1	2	5	970
t17	4	7	3	6	1	2	5	1040
t25	4	7	3	6	1	2	5	1050
t39	4	7	3	6	1	5	2	780
t17	4	7	3	6	1	5	2	1110
t25	4	7	3	6	1	5	2	1050
t39	4	7	3	6	2	1	5	970
t17	4	7	3	6	2	1	5	1040
t25	4	7	3	6	2	1	5	1050
t39	4	7	3	6	2	5	1	900
t17	4	7	3	6	2	5	1	1030
t25	4	7	3	6	2	5	1	970
t39	4	7	3	6	5	1	2	1080
t17	4	7	3	6	5	1	2	950
t25	4	7	3	6	5	1	2	920
t39	4	7	3	6	5	2	1	1150
t17	4	7	3	6	5	2	1	930
t25	4	7	3	6	5	2	1	920
t39	4	7	5	1	2	3	6	1265
t17	4	7	5	1	2	3	6	1180
t25	4	7	5	1	2	3	6	920
t39	4	7	5	1	2	6	3	970
t17	4	7	5	1	2	6	3	1200
t25	4	7	5	1	2	6	3	880
t39	4	7	5	1	3	2	6	1255
t17	4	7	5	1	3	2	6	1180
t25	4	7	5	1	3	2	6	900
t39	4	7	5	1	3	6	2	1170
t17	4	7	5	1	3	6	2	1170
t25	4	7	5	1	3	6	2	830
t39	4	7	5	1	6	2	3	1335
t17	4	7	5	1	6	2	3	1050
t25	4	7	5	1	6	2	3	750
t39	4	7	5	1	6	3	2	1410
t17	4	7	5	1	6	3	2	1040
t25	4	7	5	1	6	3	2	730
t39	4	7	5	2	1	3	6	1185
t17	4	7	5	2	1	3	6	1180
t25	4	7	5	2	1	3	6	1000
t39	4	7	5	2	1	6	3	880
t17	4	7	5	2	1	6	3	1160
t25	4	7	5	2	1	6	3	930
t39	4	7	5	2	3	1	6	1235
t17	4	7	5	2	3	1	6	1180
t25	4	7	5	2	3	1	6	920
t39	4	7	5	2	3	6	1	1010
t17	4	7	5	2	3	6	1	1080
t25	4	7	5	2	3	6	1	900
t39	4	7	5	2	6	1	3	1315
t17	4	7	5	2	6	1	3	1050
t25	4	7	5	2	6	1	3	770
t39	4	7	5	2	6	3	1	1295
t17	4	7	5	2	6	3	1	990
t25	4	7	5	2	6	3	1	850
t39	4	7	5	3	1	2	6	1165
t17	4	7	5	3	1	2	6	1180
t25	4	7	5	3	1	2	6	1020
t39	4	7	5	3	1	6	2	800
t17	4	7	5	3	1	6	2	1110
t25	4	7	5	3	1	6	2	1030
t39	4	7	5	3	2	1	6	1080
t17	4	7	5	3	2	1	6	1130
t25	4	7	5	3	2	1	6	980
t39	4	7	5	3	2	6	1	920
t17	4	7	5	3	2	6	1	1030
t25	4	7	5	3	2	6	1	950
t39	4	7	5	3	6	1	2	1200
t17	4	7	5	3	6	1	2	990
t25	4	7	5	3	6	1	2	850
t39	4	7	5	3	6	2	1	1230
t17	4	7	5	3	6	2	1	970
t25	4	7	5	3	6	2	1	850
t39	4	7	5	6	1	2	3	690
t17	4	7	5	6	1	2	3	1090
t25	4	7	5	6	1	2	3	1160
t39	4	7	5	6	1	3	2	720
t17	4	7	5	6	1	3	2	1070
t25	4	7	5	6	1	3	2	1140
t39	4	7	5	6	2	1	3	690
t17	4	7	5	6	2	1	3	1090
t25	4	7	5	6	2	1	3	1160
t39	4	7	5	6	2	3	1	840
t17	4	7	5	6	2	3	1	990
t25	4	7	5	6	2	3	1	1060
t39	4	7	5	6	3	1	2	810
t17	4	7	5	6	3	1	2	1010
t25	4	7	5	6	3	1	2	1080
t39	4	7	5	6	3	2	1	840
t17	4	7	5	6	3	2	1	990
t25	4	7	5	6	3	2	1	1060
t39	4	7	6	1	2	3	5	1145
t17	4	7	6	1	2	3	5	1120
t25	4	7	6	1	2	3	5	1020
t39	4	7	6	1	2	5	3	950
t17	4	7	6	1	2	5	3	1200
t25	4	7	6	1	2	5	3	900
t39	4	7	6	1	3	2	5	1100
t17	4	7	6	1	3	2	5	1090
t25	4	7	6	1	3	2	5	980
t39	4	7	6	1	3	5	2	1110
t17	4	7	6	1	3	5	2	1170
t25	4	7	6	1	3	5	2	850
t39	4	7	6	1	5	2	3	1220
t17	4	7	6	1	5	2	3	1030
t25	4	7	6	1	5	2	3	830
t39	4	7	6	1	5	3	2	1295
t17	4	7	6	1	5	3	2	1040
t25	4	7	6	1	5	3	2	830
t39	4	7	6	2	1	3	5	990
t17	4	7	6	2	1	3	5	1080
t25	4	7	6	2	1	3	5	1040
t39	4	7	6	2	1	5	3	860
t17	4	7	6	2	1	5	3	1150
t25	4	7	6	2	1	5	3	950
t39	4	7	6	2	3	1	5	1080
t17	4	7	6	2	3	1	5	1090
t25	4	7	6	2	3	1	5	980
t39	4	7	6	2	3	5	1	980
t17	4	7	6	2	3	5	1	1040
t25	4	7	6	2	3	5	1	910
t39	4	7	6	2	5	1	3	1200
t17	4	7	6	2	5	1	3	1030
t25	4	7	6	2	5	1	3	850
t39	4	7	6	2	5	3	1	1170
t17	4	7	6	2	5	3	1	970
t25	4	7	6	2	5	3	1	910
t39	4	7	6	3	1	2	5	970
t17	4	7	6	3	1	2	5	1040
t25	4	7	6	3	1	2	5	1050
t39	4	7	6	3	1	5	2	780
t17	4	7	6	3	1	5	2	1110
t25	4	7	6	3	1	5	2	1050
t39	4	7	6	3	2	1	5	970
t17	4	7	6	3	2	1	5	1040
t25	4	7	6	3	2	1	5	1050
t39	4	7	6	3	2	5	1	900
t17	4	7	6	3	2	5	1	1030
t25	4	7	6	3	2	5	1	970
t39	4	7	6	3	5	1	2	1080
t17	4	7	6	3	5	1	2	950
t25	4	7	6	3	5	1	2	920
t39	4	7	6	3	5	2	1	1150
t17	4	7	6	3	5	2	1	930
t25	4	7	6	3	5	2	1	920
t39	4	7	6	5	1	2	3	690
t17	4	7	6	5	1	2	3	1090
t25	4	7	6	5	1	2	3	1160
t39	4	7	6	5	1	3	2	720
t17	4	7	6	5	1	3	2	1070
t25	4	7	6	5	1	3	2	1140
t39	4	7	6	5	2	1	3	690
t17	4	7	6	5	2	1	3	1090
t25	4	7	6	5	2	1	3	1160
t39	4	7	6	5	2	3	1	840
t17	4	7	6	5	2	3	1	990
t25	4	7	6	5	2	3	1	1060
t39	4	7	6	5	3	1	2	810
t17	4	7	6	5	3	1	2	1010
t25	4	7	6	5	3	1	2	1080
t39	4	7	6	5	3	2	1	840
t17	4	7	6	5	3	2	1	990
t25	4	7	6	5	3	2	1	1060
t39	5	1	2	3	4	6	7	1575
t17	5	1	2	3	4	6	7	1110
t25	5	1	2	3	4	6	7	810
t39	5	1	2	3	4	7	6	1625
t17	5	1	2	3	4	7	6	1090
t25	5	1	2	3	4	7	6	790
t39	5	1	2	3	6	4	7	1715
t17	5	1	2	3	6	4	7	930
t25	5	1	2	3	6	4	7	780
t39	5	1	2	3	6	7	4	1745
t17	5	1	2	3	6	7	4	1010
t25	5	1	2	3	6	7	4	620
t39	5	1	2	3	7	4	6	1875
t17	5	1	2	3	7	4	6	810
t25	5	1	2	3	7	4	6	660
t39	5	1	2	3	7	6	4	1765
t17	5	1	2	3	7	6	4	1010
t25	5	1	2	3	7	6	4	620
t39	5	1	2	4	3	6	7	1495
t17	5	1	2	4	3	6	7	1110
t25	5	1	2	4	3	6	7	930
t39	5	1	2	4	3	7	6	1545
t17	5	1	2	4	3	7	6	1090
t25	5	1	2	4	3	7	6	910
t39	5	1	2	4	6	3	7	1695
t17	5	1	2	4	6	3	7	930
t25	5	1	2	4	6	3	7	800
t39	5	1	2	4	6	7	3	1665
t17	5	1	2	4	6	7	3	970
t25	5	1	2	4	6	7	3	760
t39	5	1	2	4	7	3	6	1855
t17	5	1	2	4	7	3	6	810
t25	5	1	2	4	7	3	6	680
t39	5	1	2	4	7	6	3	1610
t17	5	1	2	4	7	6	3	950
t25	5	1	2	4	7	6	3	740
t39	5	1	2	6	3	4	7	1400
t17	5	1	2	6	3	4	7	1050
t25	5	1	2	6	3	4	7	1000
t39	5	1	2	6	3	7	4	1225
t17	5	1	2	6	3	7	4	1190
t25	5	1	2	6	3	7	4	1070
t39	5	1	2	6	4	3	7	1350
t17	5	1	2	6	4	3	7	1050
t25	5	1	2	6	4	3	7	1000
t39	5	1	2	6	4	7	3	1350
t17	5	1	2	6	4	7	3	1070
t25	5	1	2	6	4	7	3	970
t39	5	1	2	6	7	3	4	1460
t17	5	1	2	6	7	3	4	890
t25	5	1	2	6	7	3	4	820
t39	5	1	2	6	7	4	3	1540
t17	5	1	2	6	7	4	3	870
t25	5	1	2	6	7	4	3	800
t39	5	1	2	7	3	4	6	1275
t17	5	1	2	7	3	4	6	1010
t25	5	1	2	7	3	4	6	1120
t39	5	1	2	7	3	6	4	1165
t17	5	1	2	7	3	6	4	1170
t25	5	1	2	7	3	6	4	1070
t39	5	1	2	7	4	3	6	1265
t17	5	1	2	7	4	3	6	970
t25	5	1	2	7	4	3	6	1110
t39	5	1	2	7	4	6	3	1290
t17	5	1	2	7	4	6	3	1070
t25	5	1	2	7	4	6	3	970
t39	5	1	2	7	6	3	4	1350
t17	5	1	2	7	6	3	4	890
t25	5	1	2	7	6	3	4	940
t39	5	1	2	7	6	4	3	1420
t17	5	1	2	7	6	4	3	870
t25	5	1	2	7	6	4	3	920
t39	5	1	3	2	4	6	7	1575
t17	5	1	3	2	4	6	7	1110
t25	5	1	3	2	4	6	7	810
t39	5	1	3	2	4	7	6	1625
t17	5	1	3	2	4	7	6	1090
t25	5	1	3	2	4	7	6	790
t39	5	1	3	2	6	4	7	1715
t17	5	1	3	2	6	4	7	930
t25	5	1	3	2	6	4	7	780
t39	5	1	3	2	6	7	4	1745
t17	5	1	3	2	6	7	4	1010
t25	5	1	3	2	6	7	4	620
t39	5	1	3	2	7	4	6	1875
t17	5	1	3	2	7	4	6	810
t25	5	1	3	2	7	4	6	660
t39	5	1	3	2	7	6	4	1765
t17	5	1	3	2	7	6	4	1010
t25	5	1	3	2	7	6	4	620
t39	5	1	3	4	2	6	7	1380
t17	5	1	3	4	2	6	7	1090
t25	5	1	3	4	2	6	7	1030
t39	5	1	3	4	2	7	6	1465
t17	5	1	3	4	2	7	6	1090
t25	5	1	3	4	2	7	6	1030
t39	5	1	3	4	6	2	7	1675
t17	5	1	3	4	6	2	7	930
t25	5	1	3	4	6	2	7	820
t39	5	1	3	4	6	7	2	1550
t17	5	1	3	4	6	7	2	910
t25	5	1	3	4	6	7	2	860
t39	5	1	3	4	7	2	6	1835
t17	5	1	3	4	7	2	6	810
t25	5	1	3	4	7	2	6	700
t39	5	1	3	4	7	6	2	1530
t17	5	1	3	4	7	6	2	910
t25	5	1	3	4	7	6	2	840
t39	5	1	3	6	2	4	7	1275
t17	5	1	3	6	2	4	7	1050
t25	5	1	3	6	2	4	7	1100
t39	5	1	3	6	2	7	4	1030
t17	5	1	3	6	2	7	4	1070
t25	5	1	3	6	2	7	4	1090
t39	5	1	3	6	4	2	7	1325
t17	5	1	3	6	4	2	7	1050
t25	5	1	3	6	4	2	7	1020
t39	5	1	3	6	4	7	2	1180
t17	5	1	3	6	4	7	2	970
t25	5	1	3	6	4	7	2	1020
t39	5	1	3	6	7	2	4	1440
t17	5	1	3	6	7	2	4	890
t25	5	1	3	6	7	2	4	840
t39	5	1	3	6	7	4	2	1420
t17	5	1	3	6	7	4	2	830
t25	5	1	3	6	7	4	2	920
t39	5	1	3	7	2	4	6	1195
t17	5	1	3	7	2	4	6	970
t25	5	1	3	7	2	4	6	1210
t39	5	1	3	7	2	6	4	1000
t17	5	1	3	7	2	6	4	1070
t25	5	1	3	7	2	6	4	1070
t39	5	1	3	7	4	2	6	1245
t17	5	1	3	7	4	2	6	970
t25	5	1	3	7	4	2	6	1130
t39	5	1	3	7	4	6	2	1160
t17	5	1	3	7	4	6	2	970
t25	5	1	3	7	4	6	2	1020
t39	5	1	3	7	6	2	4	1325
t17	5	1	3	7	6	2	4	890
t25	5	1	3	7	6	2	4	940
t39	5	1	3	7	6	4	2	1305
t17	5	1	3	7	6	4	2	830
t25	5	1	3	7	6	4	2	1040
t39	5	1	4	2	3	6	7	1495
t17	5	1	4	2	3	6	7	1110
t25	5	1	4	2	3	6	7	930
t39	5	1	4	2	3	7	6	1545
t17	5	1	4	2	3	7	6	1090
t25	5	1	4	2	3	7	6	910
t39	5	1	4	2	6	3	7	1695
t17	5	1	4	2	6	3	7	930
t25	5	1	4	2	6	3	7	800
t39	5	1	4	2	6	7	3	1665
t17	5	1	4	2	6	7	3	970
t25	5	1	4	2	6	7	3	760
t39	5	1	4	2	7	3	6	1855
t17	5	1	4	2	7	3	6	810
t25	5	1	4	2	7	3	6	680
t39	5	1	4	2	7	6	3	1610
t17	5	1	4	2	7	6	3	950
t25	5	1	4	2	7	6	3	740
t39	5	1	4	3	2	6	7	1380
t17	5	1	4	3	2	6	7	1090
t25	5	1	4	3	2	6	7	1030
t39	5	1	4	3	2	7	6	1465
t17	5	1	4	3	2	7	6	1090
t25	5	1	4	3	2	7	6	1030
t39	5	1	4	3	6	2	7	1675
t17	5	1	4	3	6	2	7	930
t25	5	1	4	3	6	2	7	820
t39	5	1	4	3	6	7	2	1550
t17	5	1	4	3	6	7	2	910
t25	5	1	4	3	6	7	2	860
t39	5	1	4	3	7	2	6	1835
t17	5	1	4	3	7	2	6	810
t25	5	1	4	3	7	2	6	700
t39	5	1	4	3	7	6	2	1530
t17	5	1	4	3	7	6	2	910
t25	5	1	4	3	7	6	2	840
t39	5	1	4	6	2	3	7	1255
t17	5	1	4	6	2	3	7	1050
t25	5	1	4	6	2	3	7	1120
t39	5	1	4	6	2	7	3	900
t17	5	1	4	6	2	7	3	970
t25	5	1	4	6	2	7	3	1120
t39	5	1	4	6	3	2	7	1245
t17	5	1	4	6	3	2	7	1010
t25	5	1	4	6	3	2	7	1090
t39	5	1	4	6	3	7	2	1030
t17	5	1	4	6	3	7	2	930
t25	5	1	4	6	3	7	2	1090
t39	5	1	4	6	7	2	3	1325
t17	5	1	4	6	7	2	3	850
t25	5	1	4	6	7	2	3	960
t39	5	1	4	6	7	3	2	1400
t17	5	1	4	6	7	3	2	830
t25	5	1	4	6	7	3	2	940
t39	5	1	4	7	2	3	6	1135
t17	5	1	4	7	2	3	6	950
t25	5	1	4	7	2	3	6	1210
t39	5	1	4	7	2	6	3	870
t17	5	1	4	7	2	6	3	970
t25	5	1	4	7	2	6	3	1120
t39	5	1	4	7	3	2	6	1090
t17	5	1	4	7	3	2	6	930
t25	5	1	4	7	3	2	6	1170
t39	5	1	4	7	3	6	2	1000
t17	5	1	4	7	3	6	2	930
t25	5	1	4	7	3	6	2	1070
t39	5	1	4	7	6	2	3	1210
t17	5	1	4	7	6	2	3	830
t25	5	1	4	7	6	2	3	1020
t39	5	1	4	7	6	3	2	1285
t17	5	1	4	7	6	3	2	830
t25	5	1	4	7	6	3	2	1040
t39	5	1	6	2	3	4	7	1400
t17	5	1	6	2	3	4	7	1050
t25	5	1	6	2	3	4	7	1000
t39	5	1	6	2	3	7	4	1225
t17	5	1	6	2	3	7	4	1190
t25	5	1	6	2	3	7	4	1070
t39	5	1	6	2	4	3	7	1350
t17	5	1	6	2	4	3	7	1050
t25	5	1	6	2	4	3	7	1000
t39	5	1	6	2	4	7	3	1350
t17	5	1	6	2	4	7	3	1070
t25	5	1	6	2	4	7	3	970
t39	5	1	6	2	7	3	4	1460
t17	5	1	6	2	7	3	4	890
t25	5	1	6	2	7	3	4	820
t39	5	1	6	2	7	4	3	1540
